Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²)
52282;-6.71;-2.08;-9.81
52302;-7.06;-2.08;-9.49
52322;-7.22;-1.96;-9.10
52342;-7.18;-1.96;-8.87
52362;-7.26;-2.31;-8.94
52382;-7.57;-2.82;-8.87
52402;-7.61;-3.06;-8.63
52422;-7.41;-2.94;-8.12
52442;-7.10;-2.59;-7.65
52462;-6.79;-2.63;-7.30
52482;-6.71;-2.75;-7.22
52502;-6.67;-2.94;-7.37
52522;-6.83;-3.30;-7.69
52542;-6.75;-3.61;-7.69
52562;-6.83;-4.08;-7.73
52582;-6.90;-4.67;-7.92
52602;-7.06;-4.55;-8.16
52622;-6.83;-4.35;-8.12
52642;-6.83;-4.28;-8.20
52662;-6.79;-4.28;-8.20
52682;-6.47;-4.16;-8.28
52702;-6.12;-3.96;-8.24
52722;-5.81;-3.84;-8.28
52742;-5.77;-3.65;-8.79
52762;-5.69;-3.33;-8.90
52782;-5.77;-3.41;-9.34
52802;-6.16;-3.53;-9.49
52822;-6.20;-3.37;-9.69
52842;-5.81;-2.71;-9.41
52862;-5.73;-2.55;-9.41
52882;-5.81;-2.59;-9.69
52902;-6.16;-2.82;-10.08
52922;-6.20;-2.82;-10.32
52942;-6.32;-2.82;-10.55
52962;-6.55;-2.71;-10.75
52982;-6.59;-2.12;-10.51
53002;-6.32;-1.37;-10.43
53022;-6.04;-0.90;-10.28
53042;-5.84;-0.63;-10.00
53062;-5.73;-0.63;-9.77
53082;-6.20;-0.86;-10.08
53102;-6.20;-0.78;-10.28
53122;-6.04;-0.98;-9.92
53142;-6.04;-1.10;-9.81
53162;-5.88;-1.10;-9.65
53182;-5.88;-1.18;-9.65
53202;-5.57;-0.71;-9.45
53222;-5.22;-0.82;-9.26
53242;-4.98;-0.78;-9.10
53262;-4.71;-0.71;-8.79
53282;-4.47;-0.98;-8.79
53302;-4.31;-1.29;-8.83
53322;-4.31;-1.41;-8.63
53342;-4.35;-1.57;-8.75
53362;-4.31;-1.80;-8.98
53382;-4.35;-1.84;-8.90
53402;-4.35;-2.12;-8.90
53422;-4.39;-2.47;-9.14
53442;-4.12;-2.59;-9.45
53462;-4.55;-2.94;-9.85
53482;-4.79;-3.45;-10.36
53502;-4.86;-3.30;-10.51
53522;-4.75;-2.90;-10.24
53542;-4.86;-2.67;-10.08
53562;-5.49;-2.71;-10.47
53582;-5.96;-3.37;-11.69
53602;-6.08;-4.31;-12.51
53622;-5.49;-3.92;-11.65
53642;-5.49;-3.22;-10.43
53662;-4.86;-3.22;-10.16
53682;-4.90;-3.14;-10.16
53702;-5.69;-3.33;-10.63
53722;-6.00;-3.10;-11.30
53742;-6.08;-2.82;-11.49
53762;-5.41;-2.59;-10.90
53782;-4.82;-2.31;-10.00
53802;-4.24;-1.92;-9.34
53822;-3.84;-1.77;-9.02
53842;-4.00;-1.65;-9.14
53862;-3.77;-1.84;-8.98
53882;-3.73;-1.84;-8.87
53902;-3.77;-1.69;-8.90
53922;-3.88;-2.12;-9.18
53942;-4.16;-2.28;-9.26
53962;-4.55;-2.16;-9.22
53982;-4.51;-2.08;-9.34
54002;-4.90;-2.08;-9.65
54022;-5.02;-2.28;-9.85
54042;-4.94;-1.96;-9.73
54062;-4.63;-1.37;-9.69
54082;-4.51;-0.59;-9.53
54102;-4.98;-0.67;-9.41
54122;-6.08;-2.20;-10.75
54142;-6.08;-3.61;-11.69
54162;-5.96;-3.61;-10.90
54182;-5.33;-3.37;-9.73
54202;-4.55;-2.51;-9.73
54222;-3.92;-1.84;-8.90
54242;-3.65;-1.37;-9.02
54262;-3.33;-1.26;-9.53
54282;-3.02;-1.73;-10.08
54302;-2.63;-1.96;-9.73
54322;-2.90;-1.92;-9.26
54342;-3.53;-2.00;-9.26
54362;-4.28;-2.39;-9.61
54382;-4.59;-2.63;-9.73
54402;-4.43;-2.59;-9.53
54422;-4.00;-2.47;-9.65
54442;-3.92;-2.63;-10.12
54462;-3.61;-2.63;-10.43
54482;-3.53;-2.79;-10.59
54502;-3.49;-2.94;-10.51
54522;-3.49;-2.82;-10.47
54542;-3.61;-2.75;-10.87
54562;-3.88;-2.79;-11.41
54582;-4.00;-2.71;-11.45
54602;-4.28;-2.39;-11.02
54622;-4.79;-2.00;-11.65
54642;-4.79;-2.39;-12.75
54662;-5.88;-2.39;-13.53
54682;-6.08;-3.06;-13.53
54702;-5.61;-2.51;-12.20
54722;-5.26;-1.29;-10.63
54742;-5.02;-0.55;-9.81
54762;-5.45;-0.31;-9.81
54782;-5.84;0.00;-10.40
54802;-5.77;0.00;-10.83
54822;-5.57;-0.20;-10.51
54842;-5.49;-0.90;-10.28
54862;-5.57;-1.22;-10.00
54882;-5.10;-0.39;-9.49
54902;-4.51;0.04;-8.87
54922;-3.96;0.08;-8.47
54942;-3.61;-0.24;-8.36
54962;-3.53;-0.31;-8.12
54982;-3.84;-0.12;-8.28
55002;-4.28;-0.47;-8.63
55022;-4.43;-0.86;-8.59
55042;-4.55;-1.10;-8.55
55062;-4.55;-1.02;-8.63
55082;-4.47;-0.82;-8.36
55102;-4.67;-0.71;-8.55
55122;-4.94;-0.59;-8.79
55142;-5.10;-0.78;-8.98
55162;-5.10;-0.78;-9.30
55182;-5.26;-1.14;-9.30
55202;-5.14;-1.53;-9.61
55222;-4.94;-1.14;-9.69
55242;-4.47;-0.24;-9.41
55262;-4.86;0.12;-9.06
55282;-4.94;0.59;-8.87
55302;-4.35;0.98;-8.83
55322;-3.73;0.04;-7.96
55342;-3.22;-1.06;-8.36
55362;-2.43;0.12;-9.41
55382;-2.35;0.78;-8.98
55402;-2.75;0.86;-9.14
55422;-3.26;1.45;-10.24
55442;-2.75;1.92;-10.79
55462;-3.10;1.37;-10.28
55482;-2.79;1.88;-9.69
55502;-2.86;2.43;-9.65
55522;-3.49;1.80;-9.81
55542;-4.47;1.45;-9.77
55562;-4.82;2.04;-9.92
55582;-4.35;2.63;-10.40
55602;-4.43;2.43;-10.71
55622;-4.43;2.35;-10.94
55642;-4.51;2.71;-11.38
55662;-4.51;2.71;-11.53
55682;-5.14;2.20;-11.53
55702;-5.81;1.88;-11.77
55722;-5.84;2.51;-12.16
55742;-5.41;2.55;-12.32
55762;-5.57;2.12;-12.20
55782;-6.16;1.73;-12.51
55802;-6.08;1.65;-12.63
55822;-5.96;1.53;-12.83
55842;-6.12;1.06;-13.10
55862;-6.43;0.55;-13.45
55882;-7.34;0.04;-14.04
55902;-7.49;0.16;-14.04
55922;-7.14;0.67;-14.28
55942;-6.71;0.59;-14.47
55962;-6.47;0.71;-14.12
55982;-6.67;0.55;-13.69
56002;-7.10;0.00;-13.38
56022;-6.86;-0.08;-13.06
56042;-5.84;0.20;-12.79
56062;-4.98;0.59;-11.92
56082;-5.14;0.27;-10.79
56102;-5.84;0.16;-10.47
56122;-6.08;0.47;-10.04
56142;-6.12;0.63;-9.02
56162;-6.12;0.00;-8.75
56182;-6.28;0.00;-8.75
56202;-6.00;-0.78;-9.34
56222;-5.22;-0.78;-9.61
56242;-5.10;-0.78;-9.14
56262;-5.61;-1.22;-8.12
56282;-5.69;-1.29;-8.00
56302;-5.30;-0.82;-8.55
56322;-5.06;-1.18;-8.47
56342;-4.79;-1.49;-7.73
56362;-5.26;-2.24;-7.61
56382;-5.77;-2.55;-8.12
56402;-5.41;-2.55;-8.16
56442;-4.59;-2.43;-7.73
56462;-4.04;-2.55;-7.61
56482;-3.96;-2.67;-7.45
56502;-4.12;-2.67;-7.57
56522;-3.96;-2.71;-8.00
56542;-3.88;-2.55;-7.96
56562;-3.84;-2.71;-7.92
56582;-3.65;-2.71;-8.08
56602;-3.77;-2.59;-8.43
56622;-4.00;-2.75;-8.79
56642;-4.39;-3.10;-8.94
56662;-4.39;-2.98;-8.83
56682;-4.43;-2.98;-8.87
56702;-4.71;-2.71;-8.87
56722;-4.51;-2.63;-9.49
56742;-4.75;-3.30;-9.96
56762;-4.94;-3.41;-10.16
56782;-5.06;-2.86;-10.00
56802;-5.30;-2.90;-10.55
56822;-5.96;-4.16;-11.30
56842;-6.20;-4.35;-11.41
56862;-6.16;-3.41;-10.90
56882;-5.61;-2.47;-10.04
56902;-5.77;-2.04;-9.57
56922;-5.81;-1.84;-9.61
56962;-5.49;-2.16;-9.30
56982;-5.37;-2.67;-8.75
57002;-5.65;-3.14;-8.43
57022;-5.84;-3.69;-8.55
57042;-5.65;-3.57;-8.55
57062;-5.22;-3.37;-8.43
57082;-4.63;-3.06;-8.16
57102;-4.08;-2.71;-8.20
57122;-4.04;-2.75;-8.55
57142;-4.35;-3.10;-8.75
57162;-4.35;-3.37;-8.94
57182;-4.47;-3.37;-9.18
57202;-4.75;-3.61;-9.18
57222;-4.94;-3.84;-9.30
57242;-4.98;-3.92;-9.38
57262;-5.02;-4.12;-9.34
57282;-5.45;-4.51;-9.69
57302;-5.69;-4.67;-10.04
57322;-5.41;-4.47;-10.08
57342;-5.30;-4.39;-9.89
57362;-5.57;-4.51;-9.81
57382;-6.20;-5.06;-10.28
57402;-6.71;-5.53;-11.22
57422;-6.79;-5.77;-10.94
57442;-6.08;-5.49;-10.00
57462;-5.53;-5.10;-9.10
57482;-5.37;-4.82;-8.90
57502;-5.61;-4.94;-8.94
57522;-5.65;-4.90;-9.34
57542;-5.22;-4.86;-9.18
57562;-5.02;-4.86;-8.87
57582;-4.90;-4.75;-8.51
57602;-4.51;-4.59;-8.20
57622;-4.55;-4.51;-8.16
57642;-4.43;-4.28;-7.88
57662;-4.43;-3.73;-7.69
57682;-4.20;-3.73;-7.65
57702;-4.31;-3.61;-7.65
57722;-4.55;-3.84;-7.77
57742;-4.59;-3.80;-7.92
57762;-4.55;-3.73;-7.92
57782;-4.35;-3.84;-8.08
57802;-4.24;-4.08;-8.24
57822;-4.16;-4.20;-8.39
57842;-4.31;-4.28;-8.47
57862;-4.59;-4.24;-8.43
57882;-4.71;-3.96;-8.51
57902;-4.94;-4.24;-9.10
57922;-5.26;-4.90;-9.65
57942;-5.06;-4.79;-9.81
57962;-4.67;-4.12;-9.96
57982;-4.67;-3.65;-9.69
58002;-5.10;-4.75;-10.00
58022;-5.57;-5.96;-10.43
58042;-5.65;-6.43;-10.40
58062;-5.33;-5.53;-9.96
58082;-4.82;-4.55;-9.41
58102;-4.39;-4.00;-8.94
58122;-4.39;-4.28;-9.06
58142;-4.20;-4.08;-8.94
58162;-4.20;-3.73;-8.55
58182;-4.00;-3.73;-8.24
58202;-3.69;-3.53;-8.24
58222;-3.69;-4.04;-8.16
58242;-3.73;-4.39;-8.24
58262;-3.77;-4.51;-8.55
58282;-3.65;-4.43;-8.55
58302;-3.30;-4.12;-8.39
58322;-3.02;-3.77;-8.28
58342;-3.18;-3.77;-8.55
58362;-3.77;-4.28;-8.94
58382;-4.12;-4.79;-9.61
58402;-4.24;-4.86;-9.89
58422;-4.28;-4.82;-9.96
58442;-4.31;-4.82;-10.04
58462;-4.59;-4.94;-10.47
58482;-4.94;-4.98;-10.67
58502;-5.02;-4.51;-10.47
58522;-5.65;-4.94;-11.18
58542;-6.24;-5.53;-12.12
58562;-5.96;-5.26;-12.12
58582;-5.33;-4.75;-11.02
58602;-4.98;-4.31;-10.16
58622;-5.30;-4.47;-9.96
58642;-5.65;-4.55;-10.16
58662;-5.69;-4.16;-10.55
58682;-5.69;-4.16;-10.55
58702;-5.53;-3.73;-10.55
58722;-5.14;-3.26;-10.12
58742;-5.10;-3.02;-9.65
58762;-5.41;-3.14;-9.57
58782;-5.49;-2.82;-9.26
58802;-5.14;-2.55;-8.83
58822;-4.71;-2.47;-8.63
58842;-4.39;-2.67;-8.55
58862;-4.08;-2.79;-8.51
58882;-3.84;-2.82;-8.55
58902;-3.77;-2.82;-8.51
58922;-3.69;-2.94;-8.43
58942;-3.65;-3.22;-8.43
58962;-3.77;-3.49;-8.36
58982;-4.00;-3.57;-8.87
59002;-4.04;-3.61;-9.10
59022;-3.96;-3.65;-9.02
59042;-3.92;-3.73;-9.26
59062;-4.24;-3.96;-9.65
59082;-4.20;-3.92;-9.96
59102;-4.16;-3.41;-9.69
59122;-4.67;-3.61;-9.96
59142;-5.49;-4.59;-11.18
59162;-5.88;-5.02;-11.61
59182;-5.88;-5.02;-11.02
59202;-5.65;-4.86;-11.02
59222;-4.94;-4.28;-10.16
59242;-4.63;-3.92;-9.77
59262;-4.59;-4.00;-9.96
59282;-4.63;-4.12;-10.28
59302;-4.59;-4.20;-10.36
59322;-4.20;-4.24;-10.36
59342;-3.92;-4.04;-10.00
59362;-3.88;-3.92;-9.73
59382;-3.88;-4.08;-9.53
59402;-3.92;-4.28;-9.34
59422;-4.16;-4.16;-9.30
59442;-4.20;-4.20;-9.45
59462;-4.20;-4.12;-9.65
59482;-4.39;-4.08;-9.81
59502;-4.63;-4.04;-9.89
59522;-4.55;-3.96;-9.61
59542;-4.43;-3.80;-9.45
59562;-4.39;-3.65;-9.26
59582;-4.47;-3.92;-9.34
59602;-4.63;-4.35;-9.53
59622;-4.71;-4.39;-9.45
59642;-4.67;-4.35;-9.45
59662;-4.71;-4.39;-9.45
59682;-4.71;-4.51;-9.53
59702;-4.82;-4.51;-9.53
59722;-4.94;-4.39;-9.61
59742;-5.06;-4.08;-9.53
59762;-5.18;-4.04;-9.49
59782;-5.22;-4.28;-9.38
59802;-5.18;-4.35;-9.18
59822;-5.14;-4.47;-8.83
59842;-5.02;-4.43;-8.71
59862;-4.90;-4.47;-8.67
59882;-4.86;-4.63;-8.59
59902;-4.86;-4.63;-8.59
59922;-4.98;-4.82;-8.75
59942;-5.02;-4.82;-8.71
59962;-4.98;-4.86;-8.47
59982;-5.06;-4.79;-8.83
60002;-4.82;-4.71;-8.87
60022;-4.71;-4.86;-8.79
60042;-4.79;-5.18;-8.94
60062;-4.98;-5.41;-9.22
60082;-5.02;-5.30;-9.34
60102;-4.90;-5.10;-9.06
60122;-4.79;-4.90;-8.98
60142;-4.98;-4.79;-9.02
60162;-5.02;-4.63;-8.75
60182;-5.02;-4.51;-8.67
60202;-4.98;-4.51;-8.67
60222;-5.06;-4.63;-8.55
60242;-5.41;-4.82;-8.63
60262;-5.49;-4.94;-8.75
60282;-5.57;-4.90;-8.75
60302;-5.45;-4.71;-8.83
60322;-5.30;-4.47;-8.94
60342;-5.53;-4.55;-9.26
60362;-5.65;-4.35;-9.26
60382;-5.77;-4.16;-9.34
60402;-5.77;-4.04;-9.38
60422;-5.57;-3.73;-9.30
60442;-5.41;-3.84;-9.22
60462;-5.18;-4.16;-9.30
60482;-5.14;-4.67;-9.73
60502;-5.06;-4.94;-10.08
60522;-4.63;-4.79;-10.12
60542;-3.88;-4.28;-9.89
60562;-3.41;-3.96;-9.45
60582;-3.30;-4.00;-9.57
60602;-3.22;-4.04;-9.65
60622;-3.22;-4.12;-9.57
60642;-3.06;-4.12;-9.73
60662;-2.94;-4.20;-9.81
60682;-2.94;-4.39;-9.85
60702;-3.02;-4.39;-9.89
60722;-3.10;-4.55;-9.89
60742;-3.41;-4.63;-9.92
60762;-3.73;-4.82;-10.04
60782;-3.80;-4.86;-9.96
60802;-3.77;-4.79;-9.85
60822;-3.88;-4.63;-9.73
60842;-3.88;-4.51;-9.92
60862;-4.00;-4.31;-9.96
60882;-3.92;-4.28;-9.85
60902;-3.88;-4.47;-9.65
60922;-4.00;-4.63;-9.69
60942;-4.12;-4.67;-9.73
60962;-4.20;-4.59;-9.61
60982;-4.16;-4.86;-9.53
61002;-3.84;-4.82;-9.38
61022;-3.73;-4.79;-9.30
61042;-3.77;-4.94;-9.34
61062;-3.88;-5.06;-9.34
61082;-4.08;-5.18;-9.57
61102;-4.16;-5.02;-9.77
61122;-4.00;-4.71;-9.61
61142;-3.84;-4.47;-9.38
61162;-3.73;-4.47;-9.18
61182;-3.73;-4.71;-9.49
61202;-3.96;-4.71;-9.69
61222;-4.28;-4.90;-9.69
61242;-4.24;-4.86;-9.77
61262;-3.92;-4.59;-9.57
61282;-3.61;-4.51;-9.38
61302;-3.57;-4.55;-9.41
61322;-3.73;-4.71;-9.38
61342;-4.00;-4.98;-9.38
61362;-4.08;-5.14;-9.45
61382;-4.12;-5.18;-9.22
61402;-4.04;-5.18;-9.30
61422;-4.04;-5.02;-9.18
61442;-4.00;-4.71;-9.22
61462;-4.16;-4.67;-9.41
61482;-4.39;-4.67;-9.41
61502;-4.39;-4.75;-9.41
61522;-4.39;-4.75;-9.41
61542;-4.35;-4.55;-9.26
61562;-4.31;-4.39;-9.26
61582;-4.43;-4.55;-9.45
61602;-4.35;-4.47;-9.73
61622;-4.04;-4.12;-9.57
61642;-3.57;-3.92;-9.45
61662;-3.45;-4.16;-9.49
61682;-3.45;-4.47;-9.57
61702;-3.69;-4.47;-9.65
61722;-3.80;-4.75;-9.65
61742;-3.69;-4.55;-9.69
61762;-3.53;-4.47;-9.65
61782;-3.49;-4.63;-9.61
61802;-3.69;-4.82;-9.92
61822;-3.84;-4.71;-10.24
61842;-3.84;-4.51;-10.24
61862;-3.84;-4.47;-10.04
61882;-3.92;-4.39;-10.04
61902;-4.04;-4.31;-10.12
61922;-4.20;-4.28;-10.20
61942;-4.20;-4.20;-10.24
61962;-3.80;-3.88;-10.04
61982;-3.65;-3.84;-9.73
62002;-3.73;-3.96;-9.69
62022;-3.96;-4.28;-9.77
62042;-4.00;-4.28;-9.73
62062;-3.88;-4.28;-9.45
62082;-3.77;-4.31;-9.30
62102;-3.77;-4.35;-9.45
62122;-3.88;-4.39;-9.45
62142;-3.84;-3.96;-9.34
62162;-3.96;-3.77;-9.22
62182;-4.35;-4.04;-9.38
62202;-4.35;-4.04;-9.34
62222;-4.55;-4.12;-9.34
62242;-4.47;-3.84;-9.26
62262;-4.55;-3.80;-9.49
62282;-4.47;-3.96;-9.77
62302;-4.24;-3.92;-9.57
62322;-4.08;-3.84;-9.34
62342;-4.08;-4.04;-9.22
62362;-4.55;-4.20;-9.18
62382;-4.90;-4.24;-9.14
62402;-5.33;-4.63;-9.30
62422;-5.61;-4.75;-9.53
62442;-5.84;-4.59;-9.49
62462;-5.84;-4.47;-9.18
62482;-5.88;-4.59;-8.98
62502;-5.81;-4.63;-8.63
62522;-5.81;-4.63;-8.71
62542;-5.92;-4.79;-8.94
62562;-6.12;-5.02;-8.87
62582;-6.28;-5.18;-8.94
62602;-6.55;-5.22;-8.98
62622;-6.59;-5.18;-9.14
62642;-6.63;-4.98;-8.98
62662;-6.47;-4.67;-8.71
62682;-6.28;-4.28;-8.51
62702;-6.28;-3.96;-8.59
62722;-5.92;-3.96;-8.59
62742;-5.57;-3.80;-8.71
62762;-5.22;-4.00;-8.94
62782;-5.18;-4.31;-9.02
62802;-4.98;-4.47;-9.18
62822;-5.06;-4.35;-9.10
62842;-5.14;-4.35;-9.06
62862;-5.26;-4.47;-9.10
62882;-5.30;-4.55;-9.14
62902;-5.37;-4.59;-9.18
62922;-5.37;-4.39;-9.26
62942;-5.02;-4.12;-9.30
62962;-4.94;-3.96;-9.18
62982;-5.02;-4.08;-9.18
63002;-5.02;-4.12;-8.98
63022;-5.14;-4.08;-8.90
63042;-5.06;-3.92;-8.94
63062;-4.98;-3.77;-8.87
63082;-5.06;-4.04;-8.87
63102;-5.26;-4.08;-9.02
63122;-5.53;-3.84;-9.10
63142;-5.57;-3.84;-8.90
63162;-5.18;-3.53;-8.98
63182;-5.14;-3.41;-8.94
63202;-5.14;-3.65;-9.14
63222;-5.30;-3.65;-9.14
63242;-5.61;-3.80;-9.57
63262;-5.53;-3.73;-9.77
63282;-5.33;-3.61;-9.77
63302;-5.18;-3.33;-9.69
63322;-5.06;-3.41;-9.61
63342;-5.33;-3.65;-9.77
63362;-5.41;-3.88;-9.81
63382;-5.45;-4.31;-9.77
63402;-5.69;-4.59;-9.81
63422;-5.77;-4.86;-9.77
63442;-5.45;-4.98;-9.89
63462;-5.14;-5.14;-9.61
63482;-4.94;-5.14;-9.45
63502;-4.71;-5.06;-9.18
63522;-4.94;-5.06;-8.87
63542;-4.86;-4.94;-8.75
63562;-4.79;-4.75;-8.67
63582;-4.55;-4.59;-8.43
63602;-4.47;-4.59;-8.36
63622;-4.35;-4.35;-8.47
63642;-4.24;-4.39;-8.28
63662;-4.39;-4.31;-7.92
63682;-4.59;-4.24;-7.57
63702;-4.59;-4.31;-7.37
63722;-4.82;-4.31;-7.45
63742;-4.98;-4.55;-7.45
63762;-5.14;-4.75;-7.65
63782;-5.14;-4.71;-7.61
63802;-5.18;-4.75;-7.81
63822;-5.53;-4.94;-8.12
63842;-5.69;-4.94;-8.39
63862;-5.65;-4.82;-8.36
63882;-5.53;-4.63;-8.04
63902;-5.53;-4.59;-7.85
63922;-5.69;-4.75;-7.92
63942;-5.61;-5.02;-7.96
63962;-5.73;-5.10;-7.88
63982;-5.77;-5.06;-7.92
64002;-5.84;-5.06;-7.88
64022;-6.04;-5.26;-7.69
64042;-6.47;-5.65;-7.73
64062;-6.86;-5.53;-8.00
64082;-6.90;-5.26;-8.24
64102;-6.83;-5.06;-8.36
64122;-7.18;-5.10;-8.55
64142;-7.37;-5.02;-8.55
64162;-7.49;-5.06;-8.43
64182;-7.61;-5.14;-8.36
64202;-7.61;-5.02;-8.36
64222;-7.65;-5.02;-8.39
64242;-7.61;-4.90;-8.39
64262;-7.37;-4.90;-8.32
64282;-7.14;-4.94;-7.96
64302;-7.06;-4.90;-7.81
64322;-6.83;-4.59;-7.69
64342;-6.59;-4.43;-7.57
64362;-6.55;-4.43;-7.41
64382;-6.63;-4.47;-7.41
64402;-6.83;-4.43;-7.53
64422;-6.79;-4.24;-7.49
64442;-6.86;-4.08;-7.53
64462;-7.10;-4.00;-7.85
64482;-7.37;-4.04;-8.36
64502;-7.10;-3.80;-8.24
64522;-6.75;-3.53;-8.12
64542;-6.67;-3.37;-8.16
64562;-6.59;-3.41;-8.08
64582;-6.43;-3.33;-8.39
64602;-6.24;-3.49;-8.59
64622;-6.08;-3.53;-8.71
64642;-5.96;-3.33;-8.71
64662;-6.00;-3.37;-8.67
64682;-6.12;-3.30;-8.71
64702;-6.12;-3.26;-8.55
64722;-6.16;-3.26;-8.55
64742;-6.24;-3.30;-8.55
64762;-6.24;-3.22;-8.59
64782;-6.24;-3.30;-8.59
64802;-6.20;-3.33;-8.63
64822;-6.32;-3.37;-8.59
64842;-6.24;-3.26;-8.63
64862;-6.08;-3.10;-8.51
64882;-6.16;-3.26;-8.47
64902;-6.32;-3.26;-8.59
64922;-6.32;-3.10;-8.55
64942;-6.35;-3.02;-8.59
64962;-6.32;-3.06;-8.59
64982;-6.16;-2.98;-8.59
65002;-6.16;-2.79;-8.67
65022;-6.16;-2.82;-8.67
