Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²)
592964;3,88;-6,35;5,96
592984;3,88;-6,32;6,16
593004;3,88;-6,35;6,04
593024;3,84;-6,35;6,08
593044;3,84;-6,32;6,12
593064;3,88;-6,35;6,04
593084;3,88;-6,32;6,12
593104;3,88;-6,32;6,08
593124;3,84;-6,35;6,08
593144;3,88;-6,35;6,04
593164;3,84;-6,39;6,12
593184;3,92;-6,43;6,00
593204;3,84;-6,39;6,04
593224;3,88;-6,39;6,08
593244;3,88;-6,35;6,08
593264;3,92;-6,39;6,08
593284;3,88;-6,35;6,04
593304;3,88;-6,43;6,04
593324;3,88;-6,35;6,00
593344;3,84;-6,35;6,04
593364;3,84;-6,35;6,04
593384;3,92;-6,35;6,16
593404;3,88;-6,32;6,08
593424;3,88;-6,35;6,12
593444;3,88;-6,32;6,12
593464;3,92;-6,39;6,12
593484;3,92;-6,39;6,16
593504;3,88;-6,43;6,00
593524;3,88;-6,32;6,04
593544;3,92;-6,35;6,08
593564;3,92;-6,39;6,08
593584;3,84;-6,39;6,12
593604;3,88;-6,35;6,12
593624;3,88;-6,39;6,08
593644;3,84;-6,35;6,12
593664;3,92;-6,39;6,12
593684;3,92;-6,35;6,04
593704;3,88;-6,32;6,12
593724;3,84;-6,39;6,08
593744;3,88;-6,35;6,08
593764;3,88;-6,32;6,08
593784;3,84;-6,39;6,04
593804;3,88;-6,39;6,04
593824;3,88;-6,43;6,04
593844;3,88;-6,39;6,08
593864;3,88;-6,39;6,08
593884;3,88;-6,43;6,08
593904;3,88;-6,32;6,00
593924;3,92;-6,43;6,08
593944;3,88;-6,39;6,08
593964;3,88;-6,39;6,04
593984;3,92;-6,35;6,12
594004;3,92;-6,35;6,00
594024;3,96;-6,35;6,12
594044;3,88;-6,39;6,04
594064;3,92;-6,43;6,08
594084;3,92;-6,43;6,08
594104;3,88;-6,32;6,04
594124;3,92;-6,39;6,08
594144;3,92;-6,39;6,08
594164;3,88;-6,39;6,04
594184;3,88;-6,35;6,00
594204;3,84;-6,35;6,12
594224;3,84;-6,35;6,12
594244;3,88;-6,43;6,08
594264;3,92;-6,39;6,04
594284;3,92;-6,39;6,04
594304;3,88;-6,35;6,08
594324;3,88;-6,35;6,00
594344;3,88;-6,39;6,08
594364;3,88;-6,35;6,12
594384;3,88;-6,32;6,08
594404;3,88;-6,32;6,08
594424;3,88;-6,32;6,08
594444;3,88;-6,39;6,08
594464;3,96;-6,39;6,00
594484;3,88;-6,39;6,12
594504;3,92;-6,35;6,12
594524;3,92;-6,43;6,12
594544;3,88;-6,39;6,08
594564;3,96;-6,39;6,08
594584;3,92;-6,39;6,08
594604;3,92;-6,39;6,00
594624;3,84;-6,35;6,08
594644;3,84;-6,39;6,12
594664;3,88;-6,39;6,04
594684;3,88;-6,43;6,16
594704;3,88;-6,32;6,12
594724;3,88;-6,43;6,04
594744;3,88;-6,35;6,16
594764;3,84;-6,35;6,04
594784;3,84;-6,32;6,08
594804;3,88;-6,35;6,12
594824;3,88;-6,39;6,08
594844;3,88;-6,39;6,12
594864;3,92;-6,39;6,04
594884;3,88;-6,39;6,04
594904;3,84;-6,35;6,12
594924;3,84;-6,35;6,04
594944;3,88;-6,35;6,12
594964;3,84;-6,39;6,12
594984;3,88;-6,39;6,04
595004;3,84;-6,35;6,04
595024;3,88;-6,35;6,12
595044;3,88;-6,39;6,04
595064;3,84;-6,35;6,12
595084;3,84;-6,32;6,12
595104;3,88;-6,35;6,04
595124;3,88;-6,32;6,12
595144;3,84;-6,35;6,08
595164;3,88;-6,35;6,08
595184;3,88;-6,39;6,08
595204;3,88;-6,35;6,04
595224;3,88;-6,35;6,12
595244;3,92;-6,39;6,12
595264;3,84;-6,35;6,12
595284;3,88;-6,43;6,00
595304;3,84;-6,35;6,04
595324;3,88;-6,39;6,00
595344;3,88;-6,39;6,08
595364;3,92;-6,39;6,08
595384;3,88;-6,35;6,00
595404;3,84;-6,35;6,08
595424;3,88;-6,32;6,04
595444;3,92;-6,39;6,08
595464;3,92;-6,43;6,08
595484;3,88;-6,43;6,04
595504;3,88;-6,35;6,04
595524;3,84;-6,39;6,08
595544;3,88;-6,35;6,04
595564;3,88;-6,39;6,08
595584;3,84;-6,35;6,04
595604;3,88;-6,35;6,00
595624;3,88;-6,35;6,04
595644;3,88;-6,35;6,04
595664;3,84;-6,39;5,96
595684;3,84;-6,39;6,12
595704;3,88;-6,39;6,08
595724;3,92;-6,35;6,08
595744;3,92;-6,39;6,08
595764;3,84;-6,35;6,12
595784;3,88;-6,35;6,08
595804;3,92;-6,39;6,08
595824;3,88;-6,35;6,16
595844;3,84;-6,32;6,08
595864;3,84;-6,28;6,08
595884;3,88;-6,35;6,12
595904;3,88;-6,35;6,04
595924;3,92;-6,39;6,12
595944;3,92;-6,39;6,12
595964;3,88;-6,32;6,08
595984;3,88;-6,39;6,04
596004;3,88;-6,43;6,00
596024;3,80;-6,43;6,00
596044;3,88;-6,35;6,04
596064;3,84;-6,32;6,12
596084;3,88;-6,39;6,08
596104;3,92;-6,39;6,12
596124;3,88;-6,35;6,04
596144;3,88;-6,35;6,12
596164;3,92;-6,35;6,04
596184;3,88;-6,35;6,00
596204;3,92;-6,35;6,12
596224;3,92;-6,35;6,12
596244;3,88;-6,39;6,04
596264;3,84;-6,35;6,00
596284;3,92;-6,39;6,04
596304;3,92;-6,35;6,08
596324;3,80;-6,32;6,00
596344;3,84;-6,35;6,04
596364;3,92;-6,35;6,12
596384;3,92;-6,43;6,08
596404;3,84;-6,32;6,08
596424;3,84;-6,39;6,04
596444;3,88;-6,35;6,04
596464;3,88;-6,32;6,08
596484;3,92;-6,39;6,00
596504;3,84;-6,35;6,08
596524;3,84;-6,32;6,08
596544;3,84;-6,32;6,08
596564;3,84;-6,32;6,08
596584;3,88;-6,39;6,00
596604;3,88;-6,39;6,12
596624;3,88;-6,39;6,00
596644;3,88;-6,39;6,04
596664;3,88;-6,39;6,12
596684;3,92;-6,43;6,08
596704;3,84;-6,32;5,92
596724;4,00;-6,08;5,65
596744;3,69;-6,94;6,83
596764;3,80;-6,47;6,12
596784;3,92;-6,24;5,84
596804;3,92;-6,51;6,32
596824;3,92;-6,35;5,84
596844;3,37;-7,06;6,90
596864;2,43;-7,81;6,16
596884;4,28;-9,02;5,30
596904;5,77;-10,08;8,24
596924;6,67;-9,61;9,57
596944;5,06;-8,28;9,22
596964;1,53;-6,32;9,81
596984;2,43;-4,75;8,87
597004;5,61;-4,31;7,53
597024;6,51;-4,98;6,12
597044;3,88;-5,02;5,45
597064;3,88;-2,63;4,43
597084;3,49;-2,63;3,57
597104;3,02;-0,98;3,57
597124;3,30;-1,33;3,41
597144;4,24;-2,16;4,35
597164;4,55;-2,39;5,49
597184;3,73;-1,77;5,69
597204;3,10;-0,98;5,26
597224;2,82;-1,02;4,67
597244;2,71;-1,57;4,75
597264;2,82;-2,43;5,53
597284;3,02;-2,75;5,81
597304;3,30;-3,02;6,28
597324;3,61;-3,73;7,61
597344;4,98;-4,98;8,87
597364;4,94;-5,06;7,92
597384;4,43;-5,45;6,55
597404;3,22;-5,30;6,16
597424;3,10;-5,77;6,16
597444;3,61;-6,90;6,47
597464;4,47;-8,04;6,98
597484;7,02;-17,77;16,12
597504;2,67;-8,04;5,65
597524;3,45;-4,24;3,96
597544;3,65;-6,55;6,90
597564;3,22;-6,79;6,79
597584;3,53;-6,20;5,77
597604;3,53;-6,63;6,59
597624;3,30;-6,63;6,08
597644;3,41;-6,12;6,08
597664;3,33;-6,51;6,35
597684;3,33;-6,35;6,24
597704;3,30;-6,39;6,32
597724;3,37;-6,32;6,24
597744;3,33;-6,43;6,39
597764;3,33;-6,35;6,28
597784;3,37;-6,39;6,32
597804;3,33;-6,35;6,24
597824;3,37;-6,39;6,24
597844;3,41;-6,43;6,28
597864;3,37;-6,39;6,32
597884;3,37;-6,43;6,32
597904;3,37;-6,39;6,32
597924;3,33;-6,39;6,28
597944;3,33;-6,35;6,28
597964;3,33;-6,43;6,24
597984;3,37;-6,43;6,28
598004;3,41;-6,43;6,32
598024;3,37;-6,39;6,24
598044;3,37;-6,43;6,32
598064;3,37;-6,35;6,24
598084;3,37;-6,39;6,35
598104;3,33;-6,35;6,28
598124;3,37;-6,35;6,24
598144;3,37;-6,39;6,35
598164;3,41;-6,39;6,28
598184;3,37;-6,39;6,28
598204;3,37;-6,43;6,32
598224;3,37;-6,43;6,32
598244;3,33;-6,35;6,24
598264;3,37;-6,39;6,28
598284;3,37;-6,35;6,32
598304;3,33;-6,35;6,28
598324;3,33;-6,35;6,32
598344;3,41;-6,39;6,32
598364;3,37;-6,39;6,24
598384;3,37;-6,39;6,32
598404;3,33;-6,43;6,24
598424;3,41;-6,43;6,32
598444;3,33;-6,35;6,32
598464;3,37;-6,43;6,32
598484;3,37;-6,39;6,32
598504;3,37;-6,39;6,24
598524;3,37;-6,39;6,28
598544;3,37;-6,39;6,20
598564;3,41;-6,43;6,20
598584;3,37;-6,39;6,24
598604;3,37;-6,39;6,35
598624;3,37;-6,39;6,28
598644;3,37;-6,39;6,32
598664;3,41;-6,39;6,28
598684;3,41;-6,35;6,28
598704;3,37;-6,35;6,28
598724;3,37;-6,39;6,20
598744;3,45;-6,39;6,28
598764;3,41;-6,43;6,24
598784;3,41;-6,39;6,28
598804;3,33;-6,43;6,24
598824;3,33;-6,43;6,24
598844;3,37;-6,43;6,24
598864;3,37;-6,39;6,28
598884;3,33;-6,39;6,24
598904;3,33;-6,39;6,24
598924;3,37;-6,39;6,28
598944;3,33;-6,43;6,24
598964;3,33;-6,39;6,24
598984;3,37;-6,35;6,24
599004;3,37;-6,39;6,28
599024;3,37;-6,43;6,32
599044;3,37;-6,43;6,24
599064;3,41;-6,43;6,35
599084;3,33;-6,39;6,24
599104;3,37;-6,43;6,20
599124;3,37;-6,39;6,32
599144;3,37;-6,35;6,28
599164;3,41;-6,35;6,24
599184;3,41;-6,43;6,28
599204;3,33;-6,39;6,32
599224;3,33;-6,39;6,32
599244;3,33;-6,39;6,32
599264;3,41;-6,39;6,28
599284;3,41;-6,39;6,24
599304;3,37;-6,43;6,35
599324;3,33;-6,35;6,28
599344;3,33;-6,35;6,32
599364;3,37;-6,39;6,32
599384;3,37;-6,43;6,20
599404;3,33;-6,35;6,24
599424;3,37;-6,39;6,20
599444;3,41;-6,43;6,28
599464;3,37;-6,39;6,28
599484;3,37;-6,39;6,24
599504;3,33;-6,35;6,20
599524;3,37;-6,39;6,20
599544;3,41;-6,39;6,24
599564;3,37;-6,43;6,28
599584;3,41;-6,35;6,28
599604;3,37;-6,39;6,28
599624;3,37;-6,43;6,28
599644;3,33;-6,43;6,32
599664;3,33;-6,35;6,32
599684;3,37;-6,39;6,20
599704;3,41;-6,47;6,20
599724;3,37;-6,39;6,24
599744;3,37;-6,35;6,35
599764;3,37;-6,35;6,24
599784;3,33;-6,35;6,24
599804;3,37;-6,43;6,28
599824;3,37;-6,43;6,28
599844;3,37;-6,39;6,24
599864;3,37;-6,39;6,28
599884;3,45;-6,43;6,32
599904;3,37;-6,35;6,28
599924;3,41;-6,35;6,28
599944;3,33;-6,35;6,35
599964;3,41;-6,43;6,24
599984;3,37;-6,35;6,32
600004;3,41;-6,39;6,20
600024;3,37;-6,35;6,28
600044;3,37;-6,39;6,28
600064;3,33;-6,39;6,28
600084;3,41;-6,39;6,24
600104;3,37;-6,43;6,28
600124;3,37;-6,43;6,28
600144;3,37;-6,39;6,32
600164;3,37;-6,35;6,32
600184;3,41;-6,43;6,16
600204;3,41;-6,39;6,32
600224;3,37;-6,43;6,32
600244;3,33;-6,43;6,28
600264;3,33;-6,35;6,24
600284;3,33;-6,35;6,28
600304;3,33;-6,35;6,24
600324;3,37;-6,39;6,24
600344;3,37;-6,39;6,28
600364;3,41;-6,39;6,32
600384;3,41;-6,43;6,28
600404;3,41;-6,43;6,32
600424;3,41;-6,43;6,32
600444;3,37;-6,39;6,32
600464;3,37;-6,39;6,32
600484;3,33;-6,39;6,24
600504;3,45;-6,35;6,28
600524;3,37;-6,35;6,28
600544;3,33;-6,35;6,28
600564;3,37;-6,39;6,28
600584;3,45;-6,39;6,24
600604;3,33;-6,39;6,32
600624;3,41;-6,35;6,24
600644;3,37;-6,35;6,28
600664;3,37;-6,39;6,32
600684;3,37;-6,39;6,32
600704;3,33;-6,35;6,28
600724;3,37;-6,43;6,32
600744;3,41;-6,43;6,24
600764;3,37;-6,39;6,28
600784;3,33;-6,39;6,20
600804;3,33;-6,43;6,28
600824;3,33;-6,39;6,35
600844;3,37;-6,39;6,32
600864;3,41;-6,47;6,32
600884;3,33;-6,43;6,24
600904;3,37;-6,35;6,28
600924;3,37;-6,39;6,28
600944;3,37;-6,39;6,28
600964;3,41;-6,43;6,24
600984;3,37;-6,39;6,20
601004;3,41;-6,39;6,32
601024;3,41;-6,39;6,28
601044;3,33;-6,35;6,28
601064;3,41;-6,39;6,32
601084;3,37;-6,39;6,32
601104;3,37;-6,43;6,32
601124;3,37;-6,39;6,28
601144;3,37;-6,39;6,32
601164;3,37;-6,39;6,24
601184;3,37;-6,39;6,35
601204;3,37;-6,39;6,24
601224;3,37;-6,35;6,24
601244;3,33;-6,39;6,35
601264;3,41;-6,35;6,20
601284;3,37;-6,43;6,28
601304;3,33;-6,39;6,24
601324;3,33;-6,43;6,24
601344;3,33;-6,43;6,24
601364;3,33;-6,39;6,24
601384;3,41;-6,39;6,24
601404;3,37;-6,43;6,24
601424;3,37;-6,35;6,28
601444;3,41;-6,43;6,32
601464;3,37;-6,35;6,28
601484;3,45;-6,43;6,32
601504;3,37;-6,43;6,28
601524;3,33;-6,35;6,24
601544;3,37;-6,35;6,32
601564;3,33;-6,35;6,32
601584;3,41;-6,47;6,20
601604;3,37;-6,35;6,28
601624;3,37;-6,39;6,35
601644;3,37;-6,39;6,28
601664;3,41;-6,39;6,28
601684;3,37;-6,39;6,28
601704;3,37;-6,39;6,28
601724;3,33;-6,43;6,28
601744;3,37;-6,43;6,28
601764;3,37;-6,47;6,32
601784;3,37;-6,39;6,28
601804;3,33;-6,39;6,24
601824;3,41;-6,39;6,28
601844;3,41;-6,43;6,24
601864;3,37;-6,35;6,24
601884;3,37;-6,43;6,24
601904;3,37;-6,39;6,32
601924;3,33;-6,39;6,28
601944;3,45;-6,39;6,28
601964;3,37;-6,43;6,35
601984;3,37;-6,35;6,32
602004;3,41;-6,43;6,32
602024;3,41;-6,35;6,32
602044;3,37;-6,32;6,32
602064;3,41;-6,35;6,32
602084;3,37;-6,35;6,35
602104;3,41;-6,43;6,28
602124;3,37;-6,35;6,28
602144;3,37;-6,39;6,28
602164;3,33;-6,39;6,24
602184;3,37;-6,39;6,20
602204;3,37;-6,43;6,28
602224;3,37;-6,35;6,28
602244;3,33;-6,39;6,20
602264;3,37;-6,39;6,28
602284;3,41;-6,39;6,24
602304;3,33;-6,35;6,24
602324;3,41;-6,39;6,32
602344;3,45;-6,39;6,28
602364;3,41;-6,39;6,32
602384;3,37;-6,43;6,28
602404;3,33;-6,39;6,32
602424;3,41;-6,43;6,32
602444;3,41;-6,39;6,24
602464;3,41;-6,39;6,24
602484;3,37;-6,35;6,39
602504;3,37;-6,39;6,28
602524;3,41;-6,39;6,28
602544;3,33;-6,39;6,24
602564;3,41;-6,39;6,32
602584;3,41;-6,39;6,24
602604;3,41;-6,39;6,32
602624;3,45;-6,43;6,32
602644;3,37;-6,43;6,28
602664;3,30;-6,39;6,28
602684;3,33;-6,39;6,24
602704;3,41;-6,39;6,28
602724;3,37;-6,35;6,28
602744;3,37;-6,39;6,32
602764;3,37;-6,39;6,24
602784;3,33;-6,39;6,32
602804;3,33;-6,39;6,24
602824;3,41;-6,39;6,28
602844;3,33;-6,39;6,28
602864;3,37;-6,47;6,32
602884;3,41;-6,43;6,24
602904;3,41;-6,39;6,24
602924;3,37;-6,39;6,28
602944;3,33;-6,39;6,32
602964;3,41;-6,43;6,24
602984;3,41;-6,43;6,24
603004;3,37;-6,43;6,24
603024;3,33;-6,35;6,24
603044;3,41;-6,43;6,24
603064;3,37;-6,43;6,24
603084;3,33;-6,35;6,28
603104;3,37;-6,35;6,39
603124;3,37;-6,39;6,24
603144;3,37;-6,39;6,28
603164;3,37;-6,39;6,32
603304;3,37;-6,39;6,24
603324;3,37;-6,39;6,32
603344;3,37;-6,39;6,28
603364;3,45;-6,43;6,24
603384;3,41;-6,39;6,35
603404;3,41;-6,39;6,24
603424;3,33;-6,39;6,28
