Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²)
38578;6.08;-8.90;0.51
38598;6.08;-8.90;0.43
38618;6.00;-8.87;0.31
38638;6.00;-8.83;0.24
38658;5.96;-8.79;0.16
38678;5.96;-8.63;0.24
38698;5.92;-8.51;0.24
38718;6.00;-8.43;0.20
38738;5.92;-8.47;0.08
38758;6.00;-8.47;0.00
38778;6.16;-8.59;0.00
38798;6.16;-8.67;0.00
38818;6.43;-8.67;-0.04
38838;6.51;-8.55;-0.04
38858;6.63;-8.59;-0.04
38878;6.67;-8.43;0.04
38898;6.86;-8.39;0.04
38918;6.86;-8.43;0.20
38938;6.90;-8.43;0.31
38958;6.98;-8.51;0.55
38978;7.14;-8.63;0.67
38998;7.10;-8.79;0.59
39018;7.22;-8.90;0.71
39038;7.18;-9.02;0.63
39058;7.10;-9.18;0.67
39078;6.86;-9.10;0.75
39098;6.47;-8.94;1.02
39118;6.51;-8.83;0.98
39138;6.47;-8.75;0.78
39158;6.47;-10.00;2.20
39178;6.24;-9.89;2.47
39198;5.53;-9.53;2.04
39218;5.10;-8.55;1.14
39238;5.06;-8.00;0.31
39258;5.18;-7.73;0.04
39278;5.53;-7.85;0.12
39298;5.84;-8.12;0.35
39318;6.12;-8.47;0.94
39338;6.08;-8.75;1.18
39358;6.08;-8.71;0.90
39378;5.65;-8.71;0.39
39398;5.22;-8.24;0.39
39418;5.18;-7.81;0.00
39438;6.55;-8.24;-1.10
39458;6.86;-8.71;-0.75
39478;6.98;-8.59;-0.47
39498;6.90;-8.39;-0.55
39518;6.79;-8.75;-0.47
39538;6.94;-9.53;0.63
39558;6.51;-9.38;1.18
39578;5.88;-8.55;0.98
39598;7.02;-7.96;0.78
39618;6.86;-8.24;0.16
39638;6.51;-8.36;0.20
39658;6.79;-8.43;0.59
39678;7.18;-7.88;-0.71
39698;6.04;-9.22;0.04
39718;6.28;-9.49;-0.75
39738;5.41;-9.89;-1.45
39758;5.53;-10.36;-1.14
39778;6.16;-10.24;-1.10
39798;6.79;-10.00;-1.33
39818;6.75;-10.00;-1.10
39838;6.35;-9.96;-1.22
39858;6.28;-10.16;-0.86
39878;5.77;-10.20;-0.98
39898;5.92;-10.04;-1.10
39918;5.92;-9.85;-1.37
39938;6.12;-9.85;-1.77
39958;5.84;-9.65;-1.77
39978;5.18;-9.57;-1.92
39998;4.94;-9.77;-1.96
40018;4.59;-9.41;-1.33
40038;4.12;-9.06;-0.86
40058;4.08;-8.83;-0.78
40078;4.63;-8.90;-0.82
40098;4.47;-9.06;-1.02
40118;4.04;-8.90;-0.78
40138;4.35;-8.55;-0.78
40158;4.90;-8.20;-0.98
40178;4.94;-8.16;-1.49
40198;4.12;-8.98;-1.84
40218;3.84;-9.41;-1.73
40238;4.00;-9.38;-1.69
40258;4.55;-9.41;-1.65
40278;5.06;-9.57;-2.31
40298;5.30;-10.59;-2.90
40318;4.82;-11.30;-2.43
40338;3.69;-11.65;-1.73
40358;3.73;-10.83;-1.57
40378;4.79;-10.40;-2.12
40398;5.10;-10.16;-2.20
40418;4.71;-9.81;-2.20
40438;4.00;-9.53;-2.24
40458;3.77;-9.02;-1.96
40478;3.77;-8.55;-1.80
40498;3.84;-8.55;-1.80
40518;3.41;-8.59;-1.37
40538;3.06;-9.30;-1.10
40558;2.94;-9.73;-1.02
40578;3.57;-9.53;-0.94
40598;4.75;-9.34;-0.94
40618;4.90;-9.89;-1.22
40638;5.22;-10.59;-1.33
40658;5.65;-10.87;-1.45
40678;6.08;-10.36;-1.06
40698;5.69;-9.96;-1.18
40718;5.53;-9.92;-1.69
40738;5.30;-10.67;-1.73
40758;5.33;-10.63;-1.10
40778;5.41;-10.00;-1.14
40798;5.61;-9.69;-2.63
40818;5.33;-10.28;-3.53
40838;4.67;-10.63;-2.35
40858;4.43;-9.49;-2.16
40878;5.14;-8.63;-3.14
40898;5.61;-8.98;-3.84
40918;4.98;-9.22;-3.10
40938;4.00;-9.38;-2.82
40958;3.57;-9.89;-3.33
40978;3.80;-9.85;-3.73
40998;5.14;-9.41;-3.53
41018;5.77;-9.26;-3.41
41038;5.77;-9.26;-3.06
41058;4.86;-9.81;-3.06
41078;3.77;-10.12;-3.18
41098;3.77;-10.12;-3.14
41118;4.43;-9.61;-3.06
41138;4.94;-9.65;-3.18
41158;4.63;-10.28;-2.82
41178;4.16;-10.87;-2.43
41198;4.75;-10.24;-2.51
41218;5.57;-9.61;-2.75
41238;6.12;-9.49;-2.75
41258;5.61;-9.65;-2.67
41278;4.79;-9.85;-2.59
41298;4.59;-9.65;-2.71
41318;5.02;-9.38;-3.22
41338;5.14;-9.34;-3.37
41358;4.82;-9.61;-3.02
41378;4.86;-9.57;-2.82
41398;5.22;-9.30;-3.18
41398;5.22;-9.30;-3.18
41418;5.53;-9.45;-3.22
41438;5.49;-9.65;-2.75
41398;5.22;-9.30;-3.18
41418;5.53;-9.45;-3.22
41438;5.49;-9.65;-2.75
41458;5.33;-9.61;-2.55
41398;5.22;-9.30;-3.18
41418;5.53;-9.45;-3.22
41438;5.49;-9.65;-2.75
41458;5.33;-9.61;-2.55
41478;5.26;-9.65;-2.55
41498;5.26;-9.77;-2.79
41518;5.06;-9.61;-2.98
41538;5.06;-9.57;-2.75
41558;5.06;-9.45;-2.59
41578;4.90;-9.38;-2.63
41598;4.90;-9.38;-2.63
41618;4.79;-9.69;-2.63
41638;4.75;-9.92;-2.51
41658;5.02;-9.65;-2.51
41678;5.26;-9.45;-2.51
41698;5.22;-9.65;-2.51
41718;4.94;-9.65;-2.55
41738;5.02;-9.38;-2.59
41758;4.98;-9.26;-2.39
41778;5.02;-9.26;-2.20
41798;5.18;-9.38;-2.24
41818;5.37;-9.57;-2.16
41838;5.45;-9.38;-2.12
41858;5.49;-9.38;-2.16
41878;5.41;-9.49;-2.24
41898;5.06;-9.41;-2.31
41918;4.90;-9.30;-2.43
41938;5.02;-9.30;-2.59
41958;5.02;-9.49;-2.63
41978;4.90;-9.65;-2.63
41998;4.98;-9.77;-2.55
42018;5.33;-9.69;-2.63
42038;5.53;-9.65;-2.67
42058;5.26;-9.69;-2.63
42078;5.02;-9.85;-2.43
42098;5.02;-9.77;-2.39
42118;5.10;-9.61;-2.51
42138;5.18;-9.57;-2.43
42158;5.18;-9.57;-2.39
42178;5.02;-9.49;-2.39
42198;4.79;-9.45;-2.43
42218;4.71;-9.57;-2.47
42238;4.86;-9.57;-2.51
42258;5.18;-9.38;-2.55
42278;5.37;-9.49;-2.39
42298;5.30;-9.53;-2.24
42318;5.22;-9.57;-2.43
42338;5.14;-9.57;-2.39
42358;5.26;-9.57;-2.39
42378;5.33;-9.45;-2.47
42398;5.18;-9.61;-2.39
42418;5.02;-9.65;-2.43
42438;5.02;-9.69;-2.47
42458;5.18;-9.69;-2.51
42478;5.22;-9.53;-2.39
42498;4.90;-9.57;-2.31
42518;4.86;-9.89;-2.24
42538;4.98;-9.77;-2.35
42558;5.33;-9.41;-2.43
42578;5.30;-9.53;-2.43
42598;5.14;-9.61;-2.43
42618;4.98;-9.49;-2.47
42638;4.82;-9.57;-2.43
42658;4.98;-9.41;-2.55
42678;5.26;-9.38;-2.59
42698;5.02;-9.49;-2.55
42718;5.02;-9.49;-2.28
42738;4.82;-9.69;-2.28
42758;4.90;-9.69;-2.35
42778;5.18;-9.61;-2.43
42798;5.22;-9.61;-2.43
42818;5.14;-9.77;-2.31
42838;5.14;-9.77;-2.47
42858;5.30;-9.69;-2.55
42878;5.18;-9.53;-2.59
42898;5.10;-9.45;-2.47
42918;5.06;-9.73;-2.51
42938;5.14;-9.65;-2.55
42958;5.33;-9.49;-2.55
42978;5.26;-9.45;-2.51
42998;5.18;-9.53;-2.51
43018;5.06;-9.57;-2.51
43038;4.94;-9.53;-2.47
43058;4.94;-9.45;-2.39
43078;5.02;-9.57;-2.43
43098;5.10;-9.61;-2.47
43118;5.18;-9.61;-2.43
43138;5.22;-9.57;-2.51
43158;5.14;-9.61;-2.47
43178;5.26;-9.69;-2.55
43198;5.33;-9.61;-2.59
43218;5.37;-9.61;-2.43
43238;5.14;-9.61;-2.55
43258;5.02;-9.69;-2.51
43278;5.02;-9.69;-2.47
43298;4.90;-9.69;-2.47
43318;4.98;-9.61;-2.51
43338;5.10;-9.57;-2.51
43358;5.14;-9.65;-2.43
43378;5.10;-9.61;-2.39
43398;5.06;-9.57;-2.47
43418;5.02;-9.53;-2.47
43438;4.98;-9.45;-2.39
43458;5.10;-9.41;-2.39
43478;5.18;-9.61;-2.39
43498;5.18;-9.45;-2.43
43518;5.06;-9.45;-2.43
43538;4.98;-9.61;-2.55
43058;4.94;-9.45;-2.39
43078;5.02;-9.57;-2.43
43098;5.10;-9.61;-2.47
43118;5.18;-9.61;-2.43
43138;5.22;-9.57;-2.51
43158;5.14;-9.61;-2.47
43178;5.26;-9.69;-2.55
43198;5.33;-9.61;-2.59
43218;5.37;-9.61;-2.43
43238;5.14;-9.61;-2.55
43258;5.02;-9.69;-2.51
43278;5.02;-9.69;-2.47
43298;4.90;-9.69;-2.47
43318;4.98;-9.61;-2.51
43338;5.10;-9.57;-2.51
43358;5.14;-9.65;-2.43
43378;5.10;-9.61;-2.39
43398;5.06;-9.57;-2.47
43418;5.02;-9.53;-2.47
43438;4.98;-9.45;-2.39
43458;5.10;-9.41;-2.39
43478;5.18;-9.61;-2.39
43498;5.18;-9.45;-2.43
43518;5.06;-9.45;-2.43
43538;4.98;-9.61;-2.55
43558;5.02;-9.57;-2.55
43578;5.22;-9.61;-2.59
43598;5.22;-9.53;-2.55
43618;5.06;-9.38;-2.51
43638;4.82;-9.57;-2.47
43658;4.98;-9.65;-2.47
43678;5.14;-9.38;-2.43
43698;5.18;-9.38;-2.47
43718;5.10;-9.53;-2.39
43738;5.14;-9.57;-2.47
43758;5.18;-9.49;-2.51
43778;5.18;-9.61;-2.51
43798;5.30;-9.65;-2.55
43818;5.22;-9.69;-2.59
43838;5.22;-9.69;-2.47
43858;5.10;-9.81;-2.47
43878;5.14;-9.73;-2.71
43898;5.37;-9.69;-2.82
43918;5.26;-9.85;-2.82
43938;5.14;-9.89;-2.86
43958;4.98;-9.89;-2.75
43978;4.98;-9.96;-2.71
43998;5.02;-9.96;-2.79
44018;4.94;-9.81;-2.86
44038;4.79;-9.89;-2.82
44058;4.39;-9.96;-2.86
44078;4.24;-10.04;-2.79
44098;4.43;-10.00;-2.86
44118;4.47;-9.81;-2.90
44138;4.63;-9.77;-2.79
44158;4.75;-9.69;-2.79
44178;4.47;-9.77;-3.10
44198;4.04;-9.89;-3.06
44218;4.20;-9.61;-3.26
44238;4.24;-9.22;-3.61
44258;3.77;-9.61;-3.77
44278;3.41;-9.81;-3.61
44298;3.73;-9.45;-3.69
44318;4.24;-8.67;-4.31
44338;4.00;-8.63;-4.94
44358;3.26;-9.22;-4.94
44378;3.26;-9.77;-4.90
44398;3.41;-9.77;-5.37
44418;4.08;-9.38;-5.37
44438;4.75;-8.67;-5.69
44458;5.33;-8.43;-6.12
44478;5.06;-8.98;-6.08
44498;4.79;-9.38;-5.69
44518;4.63;-9.49;-5.65
44538;4.71;-9.61;-5.53
44558;5.65;-7.57;-8.55
44578;4.28;-10.43;-5.26
44598;5.14;-9.26;-5.57
44618;4.55;-9.85;-4.43
44578;4.28;-10.43;-5.26
44598;5.14;-9.26;-5.57
44618;4.55;-9.85;-4.43
44638;5.57;-9.65;-4.24
44658;5.30;-10.20;-4.04
44678;5.41;-10.16;-4.63
44698;5.65;-10.83;-4.59
44718;5.53;-10.28;-3.10
44738;5.30;-9.81;-2.28
44758;5.53;-9.96;-2.94
44778;4.82;-9.53;-2.79
44798;2.04;-9.18;-3.41
44818;2.20;-9.45;-3.41
44838;2.47;-9.77;-3.41
44858;3.84;-8.90;-2.94
44878;3.33;-6.28;-2.39
44898;5.37;-9.34;-1.26
44918;5.73;-10.20;-1.22
44938;7.26;-10.51;-1.14
44958;7.26;-10.51;-1.10
44978;8.24;-10.40;-1.10
44998;7.37;-10.12;-1.18
45018;5.88;-9.02;-1.77
45038;4.86;-8.71;-1.10
45058;4.63;-8.55;-0.39
45078;5.18;-8.12;-0.78
45098;5.10;-8.47;-0.86
45118;5.18;-8.87;-0.71
45138;5.14;-9.10;-1.06
45158;5.18;-9.45;-0.86
45178;4.98;-9.69;-0.20
45198;5.18;-9.65;0.16
45218;5.33;-9.61;0.04
45238;4.51;-9.45;-0.43
45258;3.84;-9.49;-0.35
45278;4.28;-9.73;-0.24
45298;5.06;-10.00;-0.08
45318;5.06;-10.04;-0.47
45338;4.20;-10.24;-0.71
46081;5.26;-9.81;-1.80
46101;5.57;-9.57;-1.84
46121;6.04;-9.22;-2.20
46141;6.04;-9.18;-2.00
46161;6.04;-9.18;-1.65
46181;5.81;-9.34;-1.65
46201;5.61;-9.30;-1.45
46221;5.88;-9.06;-1.77
46241;5.88;-9.02;-2.12
46261;5.69;-9.18;-2.20
46281;5.57;-9.41;-2.08
46301;5.61;-9.61;-1.69
46321;5.65;-9.49;-1.69
47080;5.61;-9.26;-3.41
49081;7.88;-3.26;-7.30
51081;6.32;-9.89;0.24
52168;2.98;-8.47;0.16
52188;2.90;-8.16;0.16
52208;2.71;-8.36;0.35
52228;2.59;-8.55;0.43
52248;2.12;-8.71;0.63
52268;2.08;-8.98;0.86
52288;2.08;-8.90;0.94
52308;2.04;-8.87;0.90
52328;1.92;-9.57;0.90
52348;1.73;-10.12;1.26
52368;1.69;-10.43;1.73
52388;1.69;-10.83;2.00
52408;2.12;-10.59;1.84
52428;2.67;-9.77;1.92
52448;2.55;-9.18;1.84
52468;2.20;-9.41;2.08
52488;2.08;-9.22;2.12
52508;2.08;-8.59;1.84
52528;2.20;-8.59;1.65
52548;2.24;-8.75;1.65
52568;2.35;-9.10;1.49
52588;2.28;-9.34;1.53
52608;2.24;-9.38;1.69
52628;2.39;-8.90;1.57
52648;2.55;-8.12;1.37
52668;2.59;-8.12;1.53
52688;2.04;-8.83;1.80
52708;1.61;-9.18;2.04
52728;1.88;-9.02;2.24
52748;2.59;-8.28;2.00
52768;3.10;-8.36;0.98
52788;2.63;-9.38;0.82
52808;2.00;-9.26;0.90
52828;1.77;-10.47;0.20
52848;1.10;-11.18;0.00
52868;0.90;-10.83;-0.04
52888;1.29;-10.16;-0.47
52908;1.69;-10.36;-0.94
52928;0.90;-10.94;-1.84
52948;0.24;-11.89;-2.28
52968;0.24;-12.59;-1.45
52988;0.63;-12.71;-0.08
53008;1.77;-12.71;0.63
53028;2.98;-12.08;0.63
53048;3.65;-11.22;-0.20
53068;3.65;-10.55;-0.47
53088;3.22;-10.55;-0.59
53108;2.39;-10.40;-0.59
53128;1.92;-10.36;-0.67
53148;1.88;-10.04;-0.71
53168;2.12;-10.43;-0.24
53188;2.04;-10.87;0.43
53208;2.31;-10.71;1.02
53228;2.24;-10.16;1.22
53248;1.88;-10.28;1.18
53268;1.29;-10.75;1.06
53288;0.90;-10.90;0.86
53308;0.71;-10.83;0.59
53328;0.55;-10.83;0.24
53348;0.51;-11.10;0.35
53368;0.86;-10.87;0.31
53388;1.06;-10.32;-0.08
53408;0.59;-10.04;0.00
53428;0.04;-9.92;0.04
53448;0.24;-9.81;-0.08
53468;0.39;-9.65;-0.20
53488;0.16;-9.92;-0.08
53508;-0.16;-10.20;0.43
53528;0.86;-10.20;0.63
53548;1.96;-10.51;0.35
53568;2.00;-10.36;0.16
53588;1.45;-10.40;-0.08
53608;1.26;-10.59;-0.04
53628;1.26;-10.63;0.31
53648;1.45;-10.63;0.24
53668;1.69;-10.90;0.24
53688;2.04;-11.38;0.00
53708;2.75;-11.53;0.00
53728;3.22;-11.26;0.59
53748;3.26;-11.34;0.90
53768;3.49;-11.18;0.86
53788;3.49;-11.06;1.06
53808;3.10;-11.10;1.73
53828;3.14;-11.22;1.77
53848;3.37;-11.38;1.49
53868;3.30;-11.41;2.04
53888;3.10;-11.92;2.08
53908;3.18;-12.36;1.57
53928;2.82;-12.36;1.37
53948;2.39;-12.12;1.37
53968;2.16;-12.20;0.75
53988;2.31;-12.00;0.04
54008;2.08;-11.57;-0.51
54028;1.92;-10.87;-0.86
54048;2.16;-10.20;-1.37
54068;2.08;-9.85;-1.65
54088;1.80;-9.45;-1.80
54108;1.45;-9.49;-1.96
54128;1.18;-9.61;-2.16
54148;1.22;-9.81;-2.04
54168;1.49;-9.92;-1.88
54188;1.49;-10.08;-1.69
54208;1.84;-10.08;-1.29
54228;2.04;-10.20;-1.29
54248;2.39;-10.75;-0.90
54268;2.51;-11.26;-0.35
54288;2.51;-11.38;0.24
54308;1.88;-11.92;1.14
54328;1.29;-12.00;1.84
54348;1.37;-12.51;2.16
54368;1.22;-12.91;2.86
54388;1.49;-12.87;3.73
54408;2.16;-12.63;3.88
54428;2.35;-12.16;3.65
54448;2.00;-11.57;3.45
54468;1.22;-11.06;3.57
54488;0.59;-10.98;3.49
54508;0.51;-11.02;3.33
54528;0.63;-10.98;3.02
54548;0.43;-10.67;2.75
54568;0.08;-10.67;2.55
54588;-0.16;-10.71;2.04
54608;-0.47;-10.55;1.61
54628;-0.86;-10.51;1.22
54648;-0.98;-10.36;0.94
54668;-1.02;-10.36;0.75
54688;-0.75;-10.20;0.51
54708;-0.63;-10.16;0.16
54728;-0.55;-10.04;-0.27
54748;-0.55;-9.77;-0.98
54768;-0.94;-9.77;-1.61
54788;-0.94;-9.69;-1.61
54808;-0.90;-9.69;-2.04
54828;-1.06;-9.61;-2.16
54848;-1.18;-9.65;-2.51
54868;-0.98;-9.41;-2.79
54888;-0.94;-9.41;-3.06
54908;-1.29;-9.38;-3.26
54928;-1.84;-9.69;-3.45
54948;-1.92;-10.04;-3.41
54968;-1.80;-9.96;-3.88
54988;-1.61;-9.96;-4.43
55008;-1.57;-9.73;-4.75
55028;-1.53;-9.26;-5.22
55048;-1.80;-8.98;-5.53
55068;-1.88;-8.55;-5.73
55088;-1.88;-8.00;-6.00
55108;-2.35;-7.85;-6.12
55128;-2.75;-7.77;-6.39
55148;-2.71;-7.69;-6.71
55168;-2.71;-7.61;-6.63
55188;-2.59;-7.96;-6.63
55208;-2.31;-7.77;-6.90
55228;-2.35;-7.61;-7.06
55248;-2.43;-7.81;-6.83
55268;-2.55;-7.88;-6.79
55288;-2.47;-8.32;-6.90
55308;-2.47;-8.75;-6.75
55328;-2.35;-8.75;-6.32
55348;-2.28;-8.94;-6.32
55368;-1.84;-9.30;-6.08
55388;-1.73;-9.81;-6.12
55408;-1.77;-9.96;-6.00
55428;-1.73;-9.96;-5.84
55448;-1.65;-9.96;-5.81
55468;-1.69;-9.96;-5.77
55488;-1.53;-9.73;-5.81
55508;-1.73;-9.81;-5.73
55528;-1.73;-9.85;-5.77
55548;-1.69;-9.69;-5.96
55568;-1.57;-9.57;-6.04
55588;-1.69;-9.61;-6.00
55608;-1.69;-9.45;-5.84
55628;-1.53;-9.30;-5.96
55648;-1.61;-9.14;-6.04
55668;-1.65;-9.14;-6.32
55688;-1.73;-9.06;-6.55
55708;-1.77;-9.02;-6.59
55728;-1.77;-8.94;-6.63
55748;-1.77;-9.02;-6.75
55768;-1.65;-9.06;-6.94
55788;-1.65;-8.87;-6.83
55808;-1.77;-8.94;-6.75
55828;-1.96;-9.10;-6.63
55848;-1.92;-9.38;-6.55
55868;-1.69;-9.34;-6.47
55888;-1.69;-9.34;-6.28
55908;-1.73;-9.30;-6.28
55928;-1.77;-9.30;-6.00
55948;-1.77;-9.45;-6.00
55968;-1.61;-9.49;-6.04
55988;-1.57;-9.49;-5.92
56008;-1.77;-9.69;-5.69
56028;-1.61;-9.77;-5.73
56048;-1.41;-9.57;-5.77
56068;-1.37;-9.65;-5.65
56088;-1.41;-9.69;-5.61
56108;-1.33;-9.57;-5.77
56128;-1.45;-9.53;-5.96
56148;-1.53;-9.53;-6.04
56168;-1.57;-9.30;-6.28
56188;-1.49;-9.34;-6.24
56208;-1.49;-9.41;-6.28
56228;-1.41;-9.49;-6.28
56248;-1.02;-9.53;-6.16
56268;-1.06;-9.41;-6.08
56288;-1.06;-9.41;-6.00
56308;-0.98;-9.45;-5.92
56328;-0.90;-9.53;-5.84
56348;-0.59;-9.53;-5.77
56368;-0.39;-9.45;-5.77
56388;-0.39;-9.41;-5.88
56408;-0.43;-9.49;-5.81
56428;-0.04;-9.77;-5.92
56448;-0.04;-10.32;-6.04
56468;0.27;-10.32;-5.77
56488;0.59;-10.32;-5.77
56508;0.67;-10.20;-5.49
56528;0.71;-9.81;-5.33
56548;0.94;-9.69;-5.45
56568;0.94;-9.77;-5.65
56588;0.86;-10.16;-5.69
56608;1.06;-10.36;-5.49
56628;1.45;-10.16;-5.14
56648;1.33;-10.16;-5.02
56668;1.37;-10.08;-5.06
56688;1.73;-9.85;-4.94
56708;1.49;-9.92;-4.59
56728;1.10;-10.12;-4.59
56748;0.98;-10.55;-4.71
56768;0.78;-10.79;-4.79
56788;0.55;-11.30;-4.67
56808;0.63;-11.65;-4.71
56828;0.86;-12.24;-4.63
56848;1.02;-12.55;-4.28
56868;0.75;-12.59;-3.84
56888;0.78;-12.36;-3.65
56908;0.78;-12.04;-3.57
56928;0.75;-11.89;-3.53
56948;0.63;-11.65;-3.30
56968;0.24;-11.57;-3.02
56988;0.20;-11.57;-3.26
57008;0.20;-11.38;-3.61
57028;0.43;-11.38;-4.04
57048;0.55;-11.06;-4.04
57068;0.39;-10.75;-4.20
57088;0.12;-10.55;-4.24
57108;-0.04;-10.43;-4.16
57128;-0.04;-10.12;-4.35
57148;-0.04;-9.96;-4.47
57168;-0.12;-9.89;-4.59
57188;-0.24;-9.81;-4.79
57208;-0.24;-9.61;-4.86
57228;-0.35;-9.57;-4.98
57248;-0.35;-9.81;-4.94
57268;-0.39;-9.77;-4.94
57288;-0.51;-9.69;-4.75
57308;-0.63;-9.61;-4.90
57328;-0.59;-9.65;-4.98
57348;-0.63;-9.61;-4.94
57368;-0.78;-9.85;-4.90
57388;-1.10;-10.04;-4.79
57408;-1.10;-10.00;-4.82
57428;-0.90;-9.92;-4.98
57448;-0.98;-9.77;-4.98
57468;-1.41;-9.81;-4.98
57488;-1.53;-9.65;-4.90
57508;-1.57;-9.57;-4.98
57528;-1.45;-9.57;-5.02
57548;-1.41;-9.61;-5.02
57568;-1.41;-9.57;-5.02
57588;-1.45;-9.57;-4.98
57608;-1.57;-9.69;-4.98
57628;-1.61;-9.89;-5.10
57648;-1.45;-9.85;-5.22
57668;-1.29;-9.73;-5.22
57688;-1.26;-9.85;-5.30
57708;-1.26;-9.89;-5.30
57728;-1.18;-9.85;-5.33
57748;-1.10;-9.81;-5.41
57768;-1.10;-9.96;-5.45
57788;-1.06;-10.04;-5.30
57808;-1.18;-10.00;-5.10
57828;-1.18;-10.12;-4.94
57848;-1.14;-10.32;-4.79
57868;-1.10;-10.47;-4.63
57888;-0.90;-10.63;-4.47
57908;-1.02;-10.63;-4.31
57928;-0.98;-10.71;-3.88
57948;-0.67;-10.75;-3.80
57968;-0.24;-10.90;-3.77
57988;-0.24;-10.87;-3.45
58008;-0.35;-10.28;-3.45
58028;-0.47;-9.92;-3.61
58048;-0.43;-10.00;-3.92
58068;-0.47;-10.43;-3.92
58088;-0.47;-10.98;-4.16
58108;-0.43;-11.22;-4.39
58128;-0.43;-11.18;-4.47
58148;-0.24;-11.18;-4.51
58168;-0.08;-10.87;-4.51
58188;0.00;-10.75;-4.47
58208;0.08;-10.59;-4.59
58228;0.31;-10.28;-4.71
58248;0.51;-10.08;-4.67
58268;0.43;-10.00;-4.59
58288;0.35;-9.85;-4.43
58308;0.39;-9.92;-4.43
58328;0.39;-10.00;-4.51
58348;0.35;-10.08;-4.59
58368;0.35;-9.92;-4.59
58388;0.31;-10.00;-4.71
58408;0.12;-10.16;-4.75
58428;0.08;-10.20;-5.06
58448;0.12;-10.43;-5.22
58468;0.16;-10.83;-5.41
58488;0.39;-11.02;-5.02
58508;0.94;-11.10;-4.63
58528;1.41;-10.94;-4.31
58548;1.65;-10.36;-4.12
58568;1.57;-10.08;-4.08
58588;1.33;-10.08;-4.24
58608;0.78;-10.43;-4.28
58628;0.39;-11.22;-4.20
58648;0.31;-12.04;-4.35
58668;0.16;-12.43;-4.35
58688;0.16;-12.43;-4.20
58708;0.08;-12.43;-4.12
58728;0.35;-11.89;-4.12
58748;0.71;-10.98;-4.24
58768;0.39;-10.24;-4.31
58788;-0.04;-10.04;-4.28
58808;-0.35;-9.81;-4.39
58828;-0.51;-9.92;-4.35
58848;-0.67;-9.96;-4.43
58868;-0.55;-10.00;-4.39
58888;-0.55;-9.96;-4.47
58908;-0.67;-10.00;-4.47
58928;-0.78;-9.77;-4.43
58948;-1.02;-9.65;-4.59
58968;-1.26;-9.45;-4.86
58988;-1.45;-9.49;-5.02
59008;-1.45;-9.45;-5.18
59028;-1.57;-9.65;-5.26
59048;-1.61;-9.81;-5.14
