Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²)
131685;-23.03;21.93;-8.55
131705;-20.40;18.40;-7.34
131725;-19.38;16.51;-7.26
131745;-16.32;13.81;-7.61
131765;-12.55;10.00;-8.20
131785;-9.96;8.24;-9.10
131805;-7.96;6.20;-10.55
131825;-5.88;4.12;-10.32
131845;-4.71;1.69;-10.43
131865;-4.75;0.27;-10.87
131885;-4.16;-1.77;-10.75
131905;-4.16;-3.53;-10.79
131925;-5.02;-3.49;-10.24
131945;-5.06;-3.06;-9.57
131965;-4.43;-2.47;-9.14
131985;-4.51;-2.98;-9.30
132005;-4.90;-4.08;-8.98
132025;-4.90;-4.08;-8.00
132045;-5.02;-4.75;-8.00
132065;-5.81;-5.73;-7.49
132085;-6.98;-6.98;-6.98
132105;-6.04;-7.14;-7.14
132125;-5.06;-7.69;-7.14
132145;-5.26;-8.24;-6.75
132165;-5.88;-7.57;-5.88
132185;-6.79;-7.26;-5.65
132205;-7.41;-7.45;-6.04
132225;-6.75;-7.41;-6.20
132245;-5.84;-7.06;-5.92
132265;-5.65;-7.30;-6.08
132285;-6.12;-7.61;-5.81
132305;-7.14;-7.65;-5.06
132325;-7.34;-8.04;-5.37
132345;-6.79;-8.32;-5.57
132365;-6.32;-7.96;-5.45
132385;-6.04;-7.37;-5.45
132405;-5.41;-6.90;-5.73
132425;-5.18;-6.98;-5.73
132445;-5.45;-7.10;-5.73
132465;-5.96;-7.49;-5.84
132485;-5.88;-7.61;-5.96
132505;-5.88;-7.81;-5.73
132525;-6.00;-7.81;-5.77
132545;-6.35;-7.69;-5.77
132565;-6.35;-7.57;-5.81
132585;-6.24;-7.69;-5.88
132605;-6.47;-7.73;-5.96
132625;-6.35;-7.53;-5.88
132645;-5.92;-7.37;-5.92
132665;-5.81;-7.37;-6.12
132685;-6.00;-7.57;-6.00
132705;-6.04;-7.57;-5.96
132725;-6.20;-7.41;-5.88
132745;-5.96;-7.34;-6.08
132765;-5.61;-7.26;-6.12
132785;-5.57;-7.14;-6.08
132805;-5.77;-6.94;-5.92
132825;-5.96;-7.18;-6.08
132845;-5.88;-7.41;-6.12
132865;-6.00;-7.53;-6.12
132885;-6.12;-7.53;-6.20
132905;-6.04;-7.45;-6.04
132925;-6.12;-7.41;-6.08
132945;-6.16;-7.41;-6.04
132965;-5.96;-7.37;-5.96
132985;-6.12;-7.41;-5.73
133005;-6.12;-7.41;-5.61
133025;-6.39;-7.22;-5.61
133045;-6.20;-6.83;-6.00
133065;-5.81;-6.67;-6.16
133085;-5.61;-6.67;-6.28
133105;-5.73;-6.86;-5.88
133125;-5.96;-7.37;-5.69
133145;-6.79;-7.77;-5.77
133165;-6.98;-7.81;-5.88
133185;-6.71;-7.85;-5.88
133205;-6.39;-7.77;-6.12
133225;-5.88;-7.49;-6.04
133245;-5.84;-7.41;-5.81
133265;-6.35;-7.41;-5.77
133285;-6.47;-7.49;-5.73
133305;-5.84;-7.85;-5.61
133325;-6.00;-8.04;-5.49
133345;-6.63;-7.92;-5.22
133365;-6.75;-7.96;-5.02
133385;-6.35;-7.88;-5.18
133405;-5.88;-7.96;-5.33
133425;-5.92;-7.88;-5.14
133445;-6.08;-7.65;-5.18
133465;-6.12;-7.61;-5.26
