Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²);magnitud;suavizado;normalizado
55922;14.08;-12.16;2.71;18.800428186613196;18.23177512572982;0.43035177695414206
55942;16.32;-12.51;1.37;20.608721454762787;18.399054895547987;0.4527031910105419
55962;15.34;-11.77;0.82;19.352542468626698;17.854552342352687;0.37994841597430096
55982;12.94;-10.12;1.02;16.4589914636347;16.613797568572984;0.2141625368966942
56002;10.59;-9.18;1.02;14.052078138126047;14.858731117969635;-0.020344104142877278
56022;9.1;-8.71;0.04;12.596654317714684;13.2573070210881;-0.23432152118621202
56042;7.81;-8.79;-1.33;11.833389201746048;11.980176939258424;-0.4049677582888077
56062;6.71;-8.87;-2.24;11.345421984219008;10.964284089421229;-0.5407082710138612
56082;5.41;-8.04;-2.75;10.073341054486342;10.031905020987391;-0.6652899262776022
56102;4.67;-6.9;-3.33;8.972613888940057;9.104162898451873;-0.7892520069338271
56122;4.28;-5.26;-4.12;7.934758975545508;8.144511966889908;-0.9174776456005154
56142;3.92;-3.77;-4.71;7.194678589068451;7.310936470388933;-1.0288574680967724
56162;3.37;-2.59;-4.98;6.547167326409186;6.843794572378838;-1.0912755476820426
56182;2.55;-1.06;-5.22;5.905463571981458;6.741476065324401;-1.104947035389685
56202;2.82;-0.31;-6.0;6.63690439888959;6.636774210070044;-1.1189369788347723
56222;3.33;0.24;-6.63;7.423166440273315;6.687662765487717;-1.1121374048390116
56242;2.63;1.26;-6.0;6.67116931279667;7.3100123152074685;-1.0289809509012724
56262;2.67;2.51;-5.73;6.801610103497553;8.014284949196108;-0.934878183615173
56282;4.12;3.41;-7.26;9.017211320580216;8.66476102602185;-0.8479635486732522
56302;4.12;4.28;-8.24;10.158267568832787;9.64360736094811;-0.7171730785924525
56322;5.33;4.28;-8.2;10.675546824402018;10.781535928160068;-0.5651265244872724
56342;5.61;5.92;-8.2;11.565400987427976;11.845626401433435;-0.42294599191327176
56362;6.71;6.32;-8.43;12.491252939557343;13.031545886061787;-0.2644870373888044
56382;9.26;6.63;-8.71;14.337663686947048;14.61194456181324;-0.05331897316738867
56402;10.63;8.79;-8.28;16.08786499197454;16.681326685899847;0.22318557216196624
56422;11.89;12.0;-7.73;18.577540203159298;19.621880746070527;0.616093461893913
56442;15.53;13.69;-7.18;21.912311607861;23.58015902276582;1.1449865659975265
56462;20.16;17.38;-5.57;27.19402324041075;27.577070344126547;1.6790417000257094
56482;23.58;24.36;-3.92;34.1290550704235;30.805579872596887;2.1104253236062043
56502;26.36;24.6;-1.1;36.0724215987782;33.46721209894211;2.466064526251962
56522;28.64;19.3;3.57;34.72008784551099;35.18071980421814;2.6950182141431336
56542;29.89;17.14;7.3;35.22047273958713;33.42782511114644;2.4608017567394715
56562;23.46;-0.24;26.99;35.76156176679089;31.21403114373216;2.1650013401378563
56582;24.28;-2.0;7.06;25.364581605064966;28.45080919269119;1.7957880274666096
56602;23.97;-5.26;4.79;25.003451761706824;25.216187574195896;1.3635877250070956
56622;19.57;-3.33;6.55;20.90397809030616;22.15328887073913;0.954332516154359
56642;17.1;0.0;8.39;19.047364647110633;20.93083901497421;0.7909924845469014
56662;17.73;0.71;10.16;20.44706824950707;20.105373207492683;0.6806962540315477
56682;16.51;-0.51;9.89;19.252332326240374;18.86065728862219;0.5143810987948573
56702;18.99;-2.82;8.2;20.876122724299165;17.83369689286456;0.3771617742462057
56722;12.63;-2.24;7.14;14.680398495953712;16.448082791746298;0.1920202324438407
56742;12.28;-3.49;5.53;13.912562668322469;14.981550889358541;-0.003933299850105894
56762;12.16;-4.04;4.31;13.518997743915781;13.21142260036873;-0.2404524579238192
56782;9.96;-4.67;4.59;11.919672814301574;12.70631143244284;-0.307943875870504
56802;8.16;-5.65;6.79;12.025481279350112;12.340429611154567;-0.35683189198992615
56822;8.16;-6.39;6.35;12.154842656324268;11.969492681558405;-0.40639535630617696
56842;8.43;-6.39;5.84;12.083153561881103;11.505421655515226;-0.46840311531938184
56862;7.65;-6.59;5.84;11.664313095934968;11.100846331802625;-0.5224612395452329
56882;4.98;-6.24;5.33;9.599317684085676;10.725096523691098;-0.5726677860501846
56902;4.79;-7.34;4.82;10.002604660787108;10.37359534720361;-0.6196343041505115
56922;5.18;-8.16;3.49;10.276093615766644;10.103257394535783;-0.6557560391445642
56942;4.43;-8.9;2.79;10.325647679443648;10.254525915314202;-0.6355439994861358
56962;3.53;-9.38;2.43;10.312623332595834;10.326149765743171;-0.6259738384380206
56982;2.98;-9.73;1.92;10.355660287977779;10.326916451098375;-0.6258713962727559
57002;2.94;-9.81;1.57;10.360723912931954;10.329564466108195;-0.6255175765611651
57022;2.82;-9.81;1.22;10.279927042542665;10.30533516582033;-0.6287550219714475
57042;3.1;-9.85;0.51;10.338887754492744;10.250006670082923;-0.6361478472885123
57062;3.02;-9.73;0.27;10.191476831156514;10.19770841631995;-0.64313578088953
57082;2.28;-9.81;0.39;10.079017809290745;10.22882051391888;-0.6389786770367886
57102;1.8;-9.92;0.59;10.099232644117077;10.303868200878053;-0.6289510333652143
