Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²);magnitud;suavizado;normalizado
198309;-4.35;-7.26;-1.8;8.652751007627574;8.81243583443513;-0.910443511998139
198329;-4.08;-8.0;-1.41;9.09035202838702;9.09012741432839;-0.8773222970521959
198349;-3.65;-8.71;-0.27;9.447724593784475;9.478283275071536;-0.8310256333177641
198369;-3.33;-9.26;0.24;9.843480075664296;9.8357915018473;-0.7883844166538142
198389;-3.06;-9.85;0.94;10.357108669894316;10.154994125055067;-0.750312039023073
198409;-2.43;-10.08;1.22;10.440292141506387;10.590557375824915;-0.6983609353675457
198429;-1.88;-10.32;2.04;10.686365144425864;11.075105743137474;-0.6405672110074698
198449;-1.02;-11.18;3.02;11.625540847633713;11.48418153989715;-0.5917753556733316
198469;-1.57;-11.53;3.88;12.266221912227088;12.01257337865619;-0.5287522720279889
198489;-1.77;-11.22;4.98;12.402487653692706;12.59796815910803;-0.45893025452558084
198509;-2.16;-11.14;6.51;13.082251335301581;12.969603210579532;-0.41460408364936757
198529;-2.94;-10.87;7.65;13.613339046685056;13.160364879564407;-0.3918512935059879
198549;-2.79;-10.08;8.51;13.483716104991235;13.385401676828376;-0.3650103927635471
198569;-3.02;-9.22;8.98;13.220030257151457;13.470567962871035;-0.3548523214700247
198589;-3.53;-8.71;9.73;13.527671640012557;13.39364995274029;-0.364026592968404
198609;-3.73;-8.55;9.77;13.508082765514875;13.299136544806217;-0.3752995271375326
198629;-3.73;-8.55;9.38;13.228748996031333;13.275577783439209;-0.3781094603713627
198649;-4.16;-8.0;9.38;13.011149065320865;13.241541911359889;-0.38216903407339975
198669;-5.14;-7.53;9.41;13.102236450316411;13.110535402584912;-0.3977946239386793
198689;-6.16;-6.71;9.77;13.357492279615961;12.798237981294255;-0.43504339475703663
198709;-6.98;-5.61;9.22;12.853050221639998;12.802094889734184;-0.4345833682286313
198729;-7.69;-3.92;7.85;11.667261889578034;12.823106287593163;-0.43207726766530313
198749;-8.63;-2.12;9.53;13.03043360752051;12.975368444753169;-0.41391644464946653
198769;-7.34;2.59;10.67;13.207293439611313;14.130269908929739;-0.27616743673543487
198789;-7.85;7.41;9.1;14.11880306541599;17.271227453553728;0.09846520431029376
198809;-10.47;13.81;6.83;18.62755754252285;20.203296742853226;0.4481830358866647
198829;-16.95;20.79;5.45;27.372049612697985;29.80821776486973;1.5937944866598541
198849;-6.32;26.87;2.2;27.69078005401798;33.22337596837647;2.001131968682993
198869;12.47;44.99;-39.62;61.23189854969385;35.98425051067092;2.3304308231504782
198889;-11.61;27.65;-8.59;31.194594082949692;37.35446884684632;2.493861403410718
198909;-18.36;25.73;-7.26;32.431930253995056;38.450033662245765;2.624533128322238
198929;-15.97;28.28;-10.79;34.223141293575026;32.569530796858736;1.9231456412778543
198949;-12.47;25.77;-16.75;33.16860413101522;32.72879328435827;1.9421414173951035
198969;-10.98;21.03;-21.22;31.82938422275869;32.5432979642417;1.9200167625121254
198989;-11.96;18.01;-23.58;31.99090652044734;31.312140289755312;1.7731724182050874
199009;-10.04;19.53;-22.59;31.50445365341224;29.492074623615157;1.5560870238005073
199029;-10.47;16.95;-19.77;28.067352921143097;27.158587641167525;1.277764130650789
199049;-9.73;14.47;-16.59;24.068275800314403;24.16209238961142;0.9203619964217394
199069;-6.67;11.92;-14.83;20.161949310520548;20.94537804817781;0.5366935857220942
199089;-5.81;9.85;-12.59;17.008430262666806;18.322763528690523;0.2238854722975571
199109;-5.22;10.36;-10.16;15.420881946244188;16.140695722298425;-0.03637714304683243
199129;-3.65;11.06;-9.38;14.954280323706655;14.587700141062124;-0.22160818417526348
199149;-3.3;9.18;-8.83;13.15793676835392;13.610982541931815;-0.3381045992077802
199169;-3.3;9.18;-7.65;12.396971404339045;12.886976485519147;-0.4244592529060526
199189;-2.67;9.02;-7.65;12.12484226701527;12.181059807282413;-0.5086563252220092
199209;-2.79;8.94;-7.18;11.800851664180852;11.825564718876814;-0.5510574280564372
199229;-3.53;8.12;-7.22;11.424696932522979;11.685823403728493;-0.5677248478522964
199249;-3.57;8.04;-7.22;11.380461326325923;11.571537100687104;-0.5813561621682222
199269;-3.18;8.51;-7.37;11.698264828597445;11.37972928366788;-0.6042337299297215
199289;-3.3;8.08;-7.57;11.553410751808316;11.300830694610148;-0.6136442317825945
199309;-3.18;6.86;-7.77;10.841812579084735;11.219634326648524;-0.6233287975051871
199329;-3.33;7.34;-7.53;11.030203987234325;11.014974569349146;-0.6477392596981814
199349;-4.16;7.06;-7.3;10.9744794865178;10.833620951647486;-0.669369919711099
199369;-4.67;6.28;-7.26;10.674966042100555;10.777109756354784;-0.6761102013100628
199389;-4.43;6.75;-6.94;10.646642663300014;10.686906381773863;-0.6868690632081893
199409;-4.63;6.79;-6.63;10.559256602621227;10.636231555162409;-0.6929132213536813
199429;-5.14;6.2;-6.86;10.57918711432972;10.655925330969938;-0.690564278033653
199449;-5.49;5.96;-7.02;10.721105353460528;10.67975355061572;-0.6877222055985778
199469;-5.33;6.24;-6.98;10.773434921138199;10.751270270528085;-0.6791921642723094
199489;-5.49;6.04;-7.02;10.76578376152893;10.817788455715055;-0.6712583151068484
