Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²);magnitud;suavizado;normalizado
299255;19.93;-8.16;0.24;21.537133049688855;21.13791945699395;0.6345195606560049
299275;19.57;-6.08;-1.57;20.55276623717596;19.94000135538014;0.48392831647514317
299295;18.12;-3.84;-2.94;18.75429550796297;18.342474044644376;0.2831018784970298
299315;15.97;-1.77;-4.04;16.567902703722037;16.516879822278337;0.05360496635826958
299335;13.53;0.0;-4.63;14.300272724672071;14.438792072705288;-0.20763310935293663
299355;11.14;1.49;-5.26;12.409161937858656;12.505150624559853;-0.45071272479878427
299375;8.08;1.57;-5.96;10.162327489310703;11.015760863311932;-0.637945104804065
299395;6.12;1.65;-6.51;9.086088267235796;9.935598449940551;-0.7737331870843667
299415;4.9;1.37;-7.57;9.120953897482433;9.315469583340942;-0.8516900836767926
299435;3.26;0.12;-8.28;8.899460657815169;9.365126079983447;-0.8454477257050883
299455;1.92;-0.39;-9.1;9.308517604860613;9.800407483139864;-0.7907281518195204
299475;2.08;0.12;-10.2;10.410609972523224;10.302280331319972;-0.7276373140350185
299495;1.69;1.29;-11.06;11.26249528301788;10.911785613332167;-0.6510159167714066
299515;0.47;1.45;-11.53;11.630318138382973;11.586492153844585;-0.5661980170703752
299535;-0.12;1.8;-11.81;11.946987067876151;12.030575218316745;-0.5103719792899795
299555;0.82;3.06;-12.28;12.682050307422692;12.131126947395448;-0.4977315408776209
299575;0.9;4.08;-11.92;12.631025294884022;12.080002439783389;-0.5041584436843003
299595;0.08;4.12;-11.02;11.765253928411404;12.234042070838907;-0.48479399826640335
299615;0.35;4.94;-10.24;11.374695600322674;12.008113344487809;-0.5131956794427496
299635;2.04;7.26;-10.24;12.717185223153747;11.437480835942207;-0.584930349213715
299655;2.04;6.71;-9.18;11.552406675667196;11.62435524600881;-0.561438217423084
299675;3.69;6.71;-6.08;9.777862752156015;12.683216959827426;-0.4283278631471025
299695;3.1;10.71;-6.08;12.699625978744415;14.40241618867815;-0.21220595087394373
299715;4.0;15.89;-3.06;16.66900416941576;17.16230840980267;0.1347423111352166
299735;7.92;19.77;0.82;21.313181367407353;22.503670558270723;0.8062092256719834
299755;10.4;22.56;5.06;25.3518677812898;25.352228265900116;1.1643036970177272
299775;8.32;34.21;9.57;36.48467349449629;28.675104380765493;1.582025115303604
299795;1.02;9.53;25.18;26.94241451689139;30.728223010698184;1.8401243029825842
299815;5.22;28.67;16.08;33.28338474374264;31.8099099222835;1.976104031154603
299835;13.06;25.77;12.75;31.578774517070798;30.859470003969818;1.8566234676459668
299855;16.44;18.75;18.01;30.76030233921637;31.856141758076355;1.9819158722674741
299875;15.85;14.95;23.07;31.732473902927897;31.43935519298041;1.929521299290314
299895;11.41;15.65;25.38;31.925773287424065;31.419169207463984;1.9269837028804755
299915;8.43;14.55;26.28;31.199451918262923;31.555157403554535;1.9440788879483017
299935;9.49;13.61;26.75;31.47784458948865;30.877748263528638;1.858921242297435
299955;11.89;12.08;26.48;31.44024331966914;29.002691165964233;1.6232063124938196
299975;12.79;9.26;23.54;28.345428202798416;26.426246155181293;1.2993193462524002
299995;12.2;7.14;17.57;22.55048779960203;23.306905818478562;0.9071845736875797
300015;10.32;7.22;13.3;18.317226864348218;20.07421965349637;0.5008010062507895
300035;8.67;7.73;10.83;15.881142905974997;17.659410583850722;0.19723342365289104
300055;8.87;7.45;9.96;15.276812494758191;16.435616722616725;0.043389317001648754
300075;8.43;7.49;11.73;16.271382854570167;15.579565871363167;-0.06422552127376373
300095;7.26;7.06;12.94;16.431518493432065;14.871591734102179;-0.15322551721202987
300115;7.1;5.65;10.71;14.03697260808042;14.039058963222397;-0.2578838787638155
300135;7.3;4.51;8.87;12.34127221967006;12.6600935664872;-0.4312347234475663
300155;7.57;3.45;7.37;11.114148640359279;11.135982819778521;-0.6228319063493699
300175;7.61;0.86;5.41;9.376555870894174;10.049493873724327;-0.7594153021212803
300195;7.61;0.31;4.43;8.81096475988867;9.260360628513029;-0.8586178745348338
300215;7.37;0.31;4.43;8.604527877809451;8.629441701962412;-0.9379311982073909
300235;7.53;1.02;3.57;8.395605993613565;8.310880989482563;-0.9779777205655178
300255;7.1;1.26;3.37;7.959554007606205;8.219699707122967;-0.9894401926143497
300275;7.06;0.94;3.14;7.78375230849492;8.23379960705676;-0.9876676828985393
300295;7.69;0.55;3.22;8.355058348090695;8.347755093810715;-0.9733422473713566
300315;8.24;0.12;2.71;8.675027377478413;8.613654831607196;-0.9399157783262748
300335;8.71;-0.82;1.96;8.96538342738335;8.913396761489713;-0.9022349802037894
300355;9.06;-1.1;1.73;9.289052696588604;9.006160587789351;-0.8905735652885123
300375;9.06;-1.22;1.61;9.282461957907504;9.079501318085025;-0.8813538433313268
300395;8.59;-1.18;1.61;8.818877479588885;9.175216839284358;-0.8693213684856683
300415;8.87;-1.22;1.26;9.041731028956788;9.19135507194521;-0.8672926183298739
300435;9.3;-1.1;1.22;9.443961033380008;9.221838037913455;-0.8634605802587431
