Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²);magnitud;suavizado;normalizado
54460;-7.69;-0.16;-3.41;8.41366745242525;8.29512843664353;-0.5432642189262992
54480;-7.34;-0.78;-2.71;7.863084636451524;7.845502478455873;-0.6020777536299493
54500;-6.83;-1.1;-2.0;7.2013123803928965;7.3543021287765455;-0.6663294461451151
54520;-6.83;-0.98;-1.02;6.9749336914410875;6.835716395236463;-0.7341632966623666
54540;-6.24;-0.98;-0.16;6.318512483171969;6.376849888821499;-0.7941855456182765
54560;-5.77;-0.75;-0.16;5.820738784724838;6.048790631583794;-0.8370974908897965
54580;-5.45;-0.98;0.59;5.568752104376706;5.795767115120167;-0.8701943508361303
54600;-5.26;-1.33;1.22;5.561016094204367;5.828971708450202;-0.8658510084054393
54620;-5.02;-1.8;2.04;5.709816109122954;6.13544966867463;-0.825762014829049
54640;-4.9;-2.86;3.14;6.484535449822139;6.569240523500843;-0.7690197982602284
54660;-4.98;-3.41;4.2;7.35312858584698;7.280674329947624;-0.6759603649626866
54680;-4.75;-3.3;5.14;7.737706378507781;8.146907313676664;-0.5626523525531114
54700;-4.47;-3.8;6.98;9.118185126438265;8.937545193287741;-0.4592325932537185
54720;-5.06;-4.16;7.61;10.040981027768154;9.569371378065213;-0.37658627230982084
54740;-5.06;-4.47;7.96;10.43772484787753;10.45873797916163;-0.2602522562118881
54760;-5.06;-4.28;8.16;10.512259509734337;11.32821365110742;-0.14652008244664347
54780;-5.02;-5.49;9.65;12.18453938398986;12.27835414038756;-0.022236509352098508
54800;-5.33;-5.61;11.02;13.465563486167223;13.441688436487727;0.12993397980608665
54820;-6.43;-4.79;12.43;14.791683474168854;14.736277599938806;0.29927332355416614
54840;-8.47;-4.79;13.02;16.254396328378363;15.76685815138396;0.4340788967724926
54860;-9.18;-5.02;13.38;16.98520532698972;16.693248734988924;0.5552558522970342
54880;-8.43;-5.06;14.28;17.337442141215643;17.947442396128864;0.7193112433867221
54900;-8.94;-5.26;14.83;18.09751640419204;19.161271855554975;0.8780867761073553
54920;-12.0;-5.77;16.32;21.062651779868556;20.26364986377087;1.0222838493904027
54940;-12.83;-4.86;17.61;22.323543625508922;21.890124529229933;1.235035632154822
54960;-11.1;-5.18;18.87;22.497095368069186;23.868228594392132;1.4937824637496575
54980;-13.45;-5.53;20.91;25.469815468510955;25.255337155348695;1.6752238507558321
55000;-14.67;-4.43;23.42;27.988036730003056;26.04502163974313;1.7785189007459887
55020;-14.67;-4.28;23.46;27.998194584651348;26.739608727080586;1.8693746910355231
55040;-10.43;-4.28;23.73;26.271966047481104;27.7824519689246;2.00578429123272
55060;-10.36;-2.0;23.73;25.97003080475647;28.741494987248746;2.131232363821445
55080;-16.4;-0.43;25.93;30.68403167773101;28.289973396098844;2.072170869957564
55100;-19.46;-3.1;26.2;32.7832518216238;26.58188530601917;1.848743604842091
55120;-12.08;-1.65;22.67;25.740586628901838;24.875272440926544;1.625509307224138
55140;-3.77;2.79;17.1;17.73152559708273;22.234535326663014;1.2800864483238659
55160;-6.35;5.77;15.18;17.436966479293353;19.301069749234998;0.8963731052699069
55180;-14.0;9.57;4.24;17.48034610641334;17.915516442843533;0.7151351540678081
55200;-9.61;6.55;13.89;18.115923934483718;17.39281248760192;0.6467626176260683
55220;-11.22;2.63;14.87;18.81282009694453;15.360003668492539;0.3808601049898274
55240;-11.96;0.71;9.22;15.118005820874657;12.78525740904247;0.04406921085720158
55260;-6.47;2.08;2.59;7.272922383746439;10.261661636277827;-0.286030919833056
55280;-3.18;2.94;-1.57;4.606614809163015;7.571614283426089;-0.6379038276587562
55300;-3.65;1.57;-3.8;5.497945070660491;5.424243682516329;-0.9187916479867217
55320;-3.26;-0.39;-4.24;5.362583332685843;4.809023250743951;-0.9992658456070865
55340;-2.0;-0.67;-3.84;4.381152816325858;4.728523694865298;-1.0097956278340317
55360;-0.47;-1.18;-4.0;4.196820224884549;4.4952533288067595;-1.0403086676612183
55380;-0.27;-1.69;-3.84;4.204117029769747;4.249387737391373;-1.0724692318586866
55400;-1.33;-2.43;-3.33;4.331593240367798;4.270981210338197;-1.0696446874848486
55420;-1.45;-2.98;-2.47;4.1332553756089165;4.505626476307893;-1.0389518032288285
55440;-1.45;-3.61;-2.24;4.489120181059981;4.879002395011967;-0.9901121907635622
55460;-1.06;-4.67;-2.43;5.370046554733022;5.344300809009932;-0.9292486131144239
55480;-1.37;-5.49;-2.2;6.070996623290117;5.971082910886665;-0.8472620858041645
55500;-2.39;-6.16;-0.82;6.658085310357626;6.601893559614142;-0.7647486025304047
55520;-2.39;-6.86;0.2;7.267165884992581;7.078111328807734;-0.7024567134947797
55540;-3.37;-6.86;-0.04;7.643173424697363;7.389818947577128;-0.6616836519754211
55560;-3.88;-6.71;-0.04;7.751135400700984;7.53395796291135;-0.6428294803553496
55580;-3.77;-6.63;-0.2;7.629534717137081;7.768920474132867;-0.612095098685117
55600;-4.0;-6.2;0.08;7.3787803870287405;8.104517534443968;-0.5681971675411769
55620;-5.02;-6.75;0.71;8.441978441100167;8.512053463454777;-0.5148892388787089
55640;-6.0;-7.06;1.02;9.321158726252868;9.246527018969962;-0.41881608037975765
