Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²);magnitud;suavizado;normalizado
227531;2.12;-7.69;2.43;8.338788880886721;8.12694827161079;-1.271741030117052
227551;2.12;-7.69;2.71;8.424642425646326;8.448803722104525;-1.2433712484768809
227571;1.41;-7.96;2.71;8.526065915766779;8.85855081203809;-1.2072543038942165
227591;1.18;-8.59;2.79;9.108490544541395;9.330432257785787;-1.1656605587661655
227611;1.88;-9.22;3.06;9.894766293349228;9.889927974985484;-1.116344099152954
227631;1.65;-9.92;3.65;10.698196109625211;10.562311898156077;-1.0570771672136345
227651;1.8;-10.36;3.92;11.222121011644813;11.230838678690514;-0.9981502211101143
227671;2.79;-10.75;4.24;11.887985531619728;11.904794012490452;-0.9387447779964362
227691;1.65;-11.22;5.14;12.451124447213594;12.55556264605894;-0.8813831145407172
227711;0.16;-12.0;5.65;13.26454296234891;13.197035877804861;-0.8248407894543168
227731;0.47;-12.47;6.24;13.95203927746765;13.719239454286543;-0.7788114262300019
227751;1.06;-12.36;7.37;14.42948717037442;14.344982472252374;-0.7236556326732362
227771;0.51;-11.61;8.67;14.49900341402815;15.07745657602241;-0.6590920829518983
227791;-0.63;-11.69;10.28;15.579839537042734;15.835784833569694;-0.5922496322642204
227811;-1.18;-11.96;11.92;16.926913481199104;16.58702363560145;-0.5260320779535177
227831;-2.67;-11.53;13.22;17.743680565204052;17.381617084449886;-0.45599305080030406
227851;-4.67;-11.49;13.3;18.18568118053322;17.99770973389194;-0.4016878839685068
227871;-5.26;-11.69;13.3;18.47197065827033;18.821850526124415;-0.3290444215678353
227891;-5.1;-10.4;14.63;18.660302784252995;20.295147467534765;-0.19918142731117267
227911;-7.49;-9.65;17.14;21.0476174423615;21.608888325438834;-0.0833824212252563
227931;-11.96;-9.18;20.08;25.110165272255774;22.63078510932423;0.006692140423921129
227951;-14.04;-6.08;19.46;24.754385470053585;24.658172095424256;0.18539511409595394
227971;-14.79;-2.47;18.2;23.58145457769728;28.26982422190908;0.5037423163305429
227991;-19.3;2.55;21.22;28.797237714753127;31.09392907091081;0.7526715725299398
228011;-26.63;9.02;27.18;39.105878074785636;33.89012703785052;0.9991409910937052
228031;-26.63;13.85;25.26;39.230689517264416;37.99347058185642;1.360828078136896
228051;-30.52;13.85;19.42;38.73537530475212;42.115307570787266;1.7241452602848624
228071;-34.68;19.1;19.42;44.09817229772681;42.110683881071864;1.723737707554602
228091;-45.19;19.97;-0.24;49.40642265940735;41.70980352857045;1.6884023169410405
228111;-35.46;13.96;8.67;39.082759626208585;42.754363127909315;1.7804744806963193
228131;-33.3;15.49;6.08;37.22628775475739;42.987582583014294;1.801031488525201
228151;-40.4;16.91;-3.77;43.95817330144646;42.13516132399282;1.7258952590570296
228171;-42.21;15.22;-5.96;45.2642695732517;42.56652549919731;1.763917630401591
228191;-41.46;15.89;-8.16;45.14431636429995;42.306275951024965;1.7409780690479568
228211;-35.5;16.91;-12.43;41.23958050223111;41.154825058159076;1.6394840277015261
228231;-31.26;14.47;-10.2;35.925040013895604;39.03724590374715;1.45283111216355
228251;-32.71;15.06;-12.75;38.200918837116994;36.368447410431465;1.217591254081802
228271;-29.42;13.57;-12.36;34.67637380119208;34.5788236539412;1.0598457968841468
228291;-28.09;11.65;-9.3;31.800323897721544;32.85683496286141;0.9080619974243693
228311;-27.11;11.3;-13.42;32.29146171977973;30.29673032867994;0.6824029031436836
228331;-22.4;9.57;-12.36;27.31509655849673;28.667233174033374;0.5387717221595265
228351;-22.63;7.14;-9.06;25.40039566620961;27.02038597911212;0.3936112308800615
228371;-22.87;6.35;-11.85;26.52888802795926;24.321856393629112;0.15575074110971857
228391;-19.06;5.88;-12.55;23.566087923115283;22.66336123088716;0.009563545752015637
228411;-15.53;4.28;-9.69;18.798813792364665;21.3214431428652;-0.10871912765860543
228431;-15.06;3.69;-11.02;19.02262074478698;19.347356399283207;-0.28272397911681474
228451;-14.79;2.55;-11.14;18.69080522609981;17.682161780452894;-0.42950169455439546
228471;-13.81;1.02;-9.26;16.658454310049297;16.76781357877129;-0.5100964422431413
228491;-10.79;1.41;-10.67;15.240114828963724;15.683962875856253;-0.605631899930983
228511;-10.04;-0.04;-10.08;14.227072783956649;15.110941953916775;-0.6561405316963751
228531;-10.04;-2.08;-8.94;13.60336723021179;14.832520159643988;-0.680681876251102
228551;-11.92;-2.08;-10.2;15.825700616402422;14.440920352913064;-0.7151992379743447
228571;-11.22;-1.77;-10.2;15.266345338685353;14.225457126469887;-0.7341911322433486
228591;-8.87;-1.96;-9.69;13.28211579530912;14.384439909910487;-0.7201776773093481
228611;-8.94;-2.55;-9.3;13.149756651740747;13.942669023439436;-0.7591173428173972
228631;-10.08;-2.55;-9.96;14.398281147414785;13.439067384995838;-0.803507047867787
228651;-9.34;-2.98;-9.45;13.61684618404717;13.417652385314174;-0.8053946619003012
228671;-8.51;-3.3;-8.9;12.748337146467378;13.337058621099107;-0.8124985574187192
228691;-9.14;-2.55;-9.14;13.175040796900783;12.866884493645546;-0.8539418118618348
228711;-8.79;-1.77;-9.06;12.746787830665417;12.528751513478209;-0.8837463679070162
